"Occurrences","Word","LgSUBTLWF","OLD","PLD","I_Mean_RT","I_Zscore","I_Mean_Accuracy"
"1","abandon","2.617","2.900","2.450","695.719","-0.312","0.97"
"1","abandonment","1.699","4.400","4.450","771.088","-0.002","1.00"
"1","abdomen","2.236","3.000","3.000","813.433","0.034","0.88"
"1","abdominal","2.243","3.750","4.000","715.548","-0.130","0.94"
"1","abduct","1.568","2.500","2.550","769.667","0.031","0.88"
"1","abduction","2.269","2.700","2.650","795.875","0.006","0.94"
"1","abide","2.143","1.700","1.850","773.212","-0.175","0.94"
"1","ability","2.992","2.300","2.300","619.677","-0.481","0.97"
"1","abject","1.322","2.350","2.750","692.667","0.069","0.28"
"1","ablaze","1.342","2.250","1.950","740.727","0.145","0.65"
"1","able","3.912","1.500","1.550","623.303","-0.497","1.00"
"1","abnormal","2.173","3.100","3.350","684.909","-0.185","1.00"
"1","abode","1.532","1.800","1.850","855.833","0.269","0.88"
"1","abolish","1.398","2.800","2.800","703.219","-0.260","0.97"
"1","abomination","1.771","#","#","#","#","#"
"1","abort","2.373","1.950","1.900","672.484","-0.409","0.97"
"1","abortion","2.568","2.550","2.550","686.455","-0.324","0.97"
"1","abrasive","1.380","2.900","2.700","710.594","-0.254","0.94"
"1","abreast","1.431","2.700","1.750","846.484","0.406","0.94"
"1","abrupt","1.771","2.700","2.550","690.971","-0.186","1.00"
"1","abscess","1.415","2.700","2.050","1,033.500","1.021","0.58"
"1","absence","2.509","2.650","2.650","687.000","-0.396","0.97"
"1","absent","2.121","1.950","2.700","665.324","-0.414","1.00"
"1","ABSINTHE","1.462","#","#","#","#","#"
"1","absolve","1.477","2.800","2.950","730.120","-0.187","0.76"
"1","absorb","2.009","2.550","2.500","633.781","-0.537","0.97"
"1","abstain","1.431","2.750","2.600","729.500","-0.056","0.88"
"1","absurdity","1.518","3.750","3.600","860.469","0.223","0.94"
"1","abundance","1.663","3.550","3.100","698.727","-0.269","0.97"
"1","abundant","1.477","3.350","2.750","660.750","-0.344","0.97"
"1","abuse","2.719","1.800","1.850","608.688","-0.703","0.97"
"1","abusive","1.924","2.800","2.700","799.242","-0.112","0.97"
"1","abyss","1.959","2.450","1.900","651.440","-0.340","0.76"
"1","accelerate","1.819","3.250","3.750","710.853","-0.206","0.97"
"1","accelerated","1.699","3.350","3.650","741.562","-0.129","0.94"
"1","acceleration","1.653","3.200","3.650","712.156","-0.249","0.91"
"1","accelerator","1.845","3.700","4.100","838.229","-0.073","1.00"
"1","accent","2.794","1.850","2.200","674.970","-0.492","1.00"
"1","accept","3.430","2.350","2.300","556.394","-0.860","0.97"
"1","acceptance","2.209","3.800","3.600","660.750","-0.332","0.97"
"1","access","3.208","2.000","1.850","677.788","-0.474","0.97"
"1","accessible","1.756","3.750","3.400","709.219","-0.385","1.00"
"1","accessory","2.170","3.250","3.400","687.364","-0.327","0.97"
"1","accident","3.618","2.700","3.500","621.781","-0.610","0.97"
"1","acclaim","1.362","2.850","1.950","828.188","-0.054","0.94"
"1","accommodate","2.041","4.100","3.450","726.147","-0.152","1.00"
"1","accommodation","1.690","4.050","3.400","864.829","0.068","0.97"
"1","accompany","2.386","3.700","3.050","725.844","-0.220","0.91"
"1","accomplice","2.337","3.650","3.350","784.333","-0.060","0.97"
"1","accomplish","2.476","3.750","3.400","773.121","-0.227","0.97"
"1","accomplishment","1.987","4.700","4.100","803.062","0.039","0.97"
"1","accord","1.924","2.450","1.600","683.710","-0.378","0.97"
"1","accordion","1.833","3.600","2.950","930.200","0.400","0.76"
"1","account","3.358","2.600","2.100","619.382","-0.679","1.00"
"1","accountant","2.500","3.600","3.500","817.188","0.053","0.94"
"1","accounting","2.364","2.700","2.050","632.088","-0.430","1.00"
"1","accumulate","1.477","3.450","3.900","734.088","-0.242","1.00"
"1","accuracy","1.887","3.600","3.500","615.970","-0.614","1.00"
"1","accurate","2.603","2.750","2.750","728.242","-0.221","1.00"
"1","accursed","1.532","#","#","#","#","#"
"1","accuse","2.464","2.250","1.700","626.364","-0.522","1.00"
"1","acetylene","1.380","4.500","3.750","1,084.000","0.802","0.52"
"1","ache","2.107","1.650","1.000","631.655","-0.496","0.91"
"1","achieve","2.574","2.650","2.300","702.818","-0.491","0.97"
"1","acknowledge","2.497","4.350","3.400","771.375","-0.151","0.97"
"1","acknowledgement","1.342","6.050","4.500","735.759","0.100","0.88"
"1","acorn","1.580","1.800","1.850","721.963","-0.237","0.79"
"1","acoustic","1.699","3.100","2.700","793.438","0.189","0.97"
"1","acoustics","1.362","3.500","3.250","789.033","-0.021","0.91"
"1","acquaintance","2.438","5.300","3.850","807.452","0.080","1.00"
"1","acquire","2.134","2.550","1.800","673.939","-0.302","0.94"
"1","acquisition","1.875","3.550","3.000","785.594","-0.005","0.94"
"1","acquit","1.398","2.750","1.950","832.440","0.279","0.86"
"1","acquittal","1.580","3.850","2.700","905.538","0.395","0.81"
"1","act","3.745","1.500","1.000","635.182","-0.560","1.00"
"1","action","3.494","1.850","1.800","564.125","-0.801","1.00"
"1","activate","2.378","2.600","2.750","657.353","-0.452","0.97"
"1","activation","1.643","2.800","2.800","806.543","0.194","1.00"
"1","active","2.767","2.100","2.100","632.743","-0.595","1.00"
"1","activist","1.708","3.200","3.650","697.688","-0.244","1.00"
"1","activity","2.818","2.550","3.000","714.839","-0.372","1.00"
"1","actuality","1.398","2.950","4.150","829.000","0.046","1.00"
"1","acupuncture","1.580","4.750","6.450","853.200","0.316","0.91"
"1","adage","1.518","2.000","1.950","769.846","0.383","0.41"
"1","adamant","1.708","2.950","2.500","823.000","0.198","0.66"
"1","adapt","2.130","1.950","1.900","660.364","-0.556","1.00"
"1","adaptation","1.914","3.200","3.550","804.500","0.089","0.94"
"1","add","3.227","1.600","1.000","657.545","-0.576","1.00"
"1","addict","2.438","2.450","1.900","600.903","-0.700","0.97"
"1","addiction","2.301","2.700","2.200","628.286","-0.457","0.97"
"1","addictive","1.763","#","#","#","#","#"
"1","additional","2.479","3.400","2.650","678.939","-0.297","0.97"
"1","adequate","2.124","3.150","2.900","674.688","-0.276","0.97"
"1","adhere","1.477","2.000","2.000","720.667","-0.212","0.94"
"1","adhesive","1.681","3.200","3.150","787.212","-0.058","0.97"
"1","adjacent","1.839","3.550","3.700","748.121","-0.086","1.00"
"1","adjective","1.415","2.900","3.700","671.355","-0.414","0.94"
"1","adjoining","1.763","2.850","2.600","809.742","0.196","0.91"
"1","adjourn","1.826","2.850","2.500","733.667","-0.103","0.94"
"1","adjust","2.459","2.450","2.350","656.000","-0.532","0.91"
"1","adjuster","1.322","#","#","#","#","#"
"1","adjustment","2.201","3.400","3.550","652.414","-0.350","0.91"
"1","administer","1.935","3.450","3.750","832.742","0.005","0.97"
"1","administration","2.589","4.300","4.900","954.273","0.285","1.00"
"1","administrator","1.929","4.750","4.700","883.529","0.278","1.00"
"1","admiral","2.927","2.500","2.750","705.938","-0.368","0.97"
"1","admire","2.859","1.850","2.200","621.029","-0.615","1.00"
"1","admirer","2.182","2.450","2.600","891.613","-0.009","0.94"
"1","admissible","1.580","3.550","3.250","895.966","0.201","0.88"
"1","admission","2.260","2.850","2.050","694.706","-0.328","0.97"
"1","admit","3.480","2.000","2.000","574.647","-0.616","1.00"
"1","admittance","1.544","3.750","3.150","743.273","-0.044","0.97"
"1","adobe","1.398","1.950","2.900","770.233","0.068","0.94"
"1","adolescence","1.653","4.150","4.000","695.062","-0.398","0.97"
"1","adolescent","1.978","3.550","4.050","780.129","0.083","0.97"
"1","adopt","2.378","1.850","1.850","614.412","-0.593","1.00"
"1","adoption","2.380","2.750","2.800","687.848","-0.401","1.00"
"1","adoptive","1.491","#","#","#","#","#"
"1","adorable","2.731","2.850","2.900","787.061","-0.040","0.97"
"1","adoration","1.491","2.550","2.550","801.200","0.027","0.91"
"1","adore","2.597","1.800","1.750","737.545","-0.359","0.97"
"1","adrenalin","1.462","3.900","4.100","858.960","0.448","0.76"
"1","adrift","1.716","2.450","2.450","835.321","0.099","0.82"
"1","adulterer","1.322","3.350","4.000","969.720","0.513","0.76"
"1","adultery","2.000","2.950","3.550","586.697","-0.549","0.97"
"1","adulthood","1.580","4.350","4.750","639.697","-0.394","1.00"
"1","advance","2.912","2.600","2.550","626.656","-0.617","1.00"
"1","advancement","1.806","3.750","3.500","633.771","-0.483","1.00"
"1","advantage","3.051","3.500","3.650","662.938","-0.466","0.94"
"1","adventure","2.836","2.850","3.150","631.226","-0.465","0.94"
"1","adventurer","1.580","#","#","#","#","#"
"1","adventurous","1.799","3.950","3.850","916.207","0.358","0.91"
"1","adversary","1.892","3.600","4.150","790.032","-0.101","0.97"
"1","adverse","1.568","2.300","2.400","642.941","-0.335","0.97"
"1","adversity","1.740","3.000","3.650","752.375","-0.057","1.00"
"1","advertise","1.929","2.650","3.550","667.424","-0.371","1.00"
"1","advertisement","1.792","4.500","5.850","798.939","0.053","1.00"
"1","advertising","2.580","3.600","3.700","850.212","0.098","0.97"
"1","advice","3.389","2.300","2.400","599.588","-0.671","1.00"
"1","advisable","1.613","2.850","3.100","850.200","0.210","0.88"
"1","advise","2.795","2.200","1.950","726.862","-0.369","0.94"
"1","advisement","1.602","3.750","3.500","832.741","0.069","0.93"
"1","adviser","1.732","2.300","2.400","666.200","-0.386","0.88"
"1","advisor","2.354","2.450","2.400","635.647","-0.450","1.00"
"1","advisory","1.716","2.900","3.300","647.259","-0.319","0.93"
"1","advocate","2.057","2.750","2.700","621.812","-0.404","0.97"
"1","aerial","2.114","1.900","1.700","828.333","0.094","0.84"
"1","aerodynamic","1.362","5.000","5.750","1,020.769","0.877","0.79"
"1","aerospace","1.748","3.850","3.600","883.600","0.370","0.94"
"1","aesthetic","1.544","2.750","2.700","898.812","0.385","0.94"
"1","affair","3.177","2.550","1.750","636.606","-0.548","1.00"
"1","affect","2.755","2.450","1.900","663.258","-0.403","0.97"
"1","affection","2.635","2.650","1.950","695.900","-0.316","0.88"
"1","affidavit","2.004","4.700","4.600","925.938","0.703","0.50"
"1","affirmation","1.447","2.950","2.600","759.406","-0.130","0.97"
"1","affliction","1.785","2.950","2.600","731.625","-0.200","1.00"
"1","afford","3.356","2.500","1.700","694.576","-0.238","1.00"
"1","affront","1.491","2.800","2.600","756.444","0.182","0.55"
"1","afloat","1.935","2.550","1.950","883.920","0.176","0.78"
"1","afraid","4.101","2.600","1.950","599.594","-0.587","1.00"
"1","afterlife","1.914","3.900","4.450","784.909","0.010","0.97"
"1","aftermath","1.732","3.650","4.000","664.667","-0.333","0.97"
"1","afternoon","3.669","3.750","4.350","658.034","-0.424","0.94"
"1","aftershave","1.748","4.450","4.250","766.375","0.087","0.97"
"1","age","3.606","1.100","1.400","530.912","-0.898","1.00"
"1","agency","2.997","2.600","2.700","641.968","-0.582","0.94"
"1","agenda","2.573","2.600","2.800","739.030","-0.253","0.97"
"1","aggravate","1.580","3.550","2.750","821.080","0.000","0.86"
"1","aggression","2.158","3.000","2.400","711.000","-0.281","1.00"
"1","aggressive","2.608","3.300","2.550","675.206","-0.369","1.00"
"1","aggressiveness","1.322","5.100","4.050","812.750","0.032","1.00"
"1","aggressor","1.477","3.750","2.600","732.839","-0.138","0.94"
"1","agility","1.380","2.600","2.900","765.038","0.037","0.79"
"1","aging","2.121","1.800","1.750","668.121","-0.455","0.97"
"1","agitate","1.362","2.600","2.650","746.067","-0.123","0.91"
"1","agitation","1.415","2.550","2.650","934.500","0.415","0.88"
"1","aglow","1.398","1.900","1.900","709.000","-0.043","0.48"
"1","agony","2.283","2.000","1.950","657.879","-0.411","0.97"
"1","agree","3.518","1.900","1.850","589.844","-0.711","0.94"
"1","agreeable","1.914","3.600","2.850","767.118","-0.198","1.00"
"1","agreement","2.951","3.400","2.900","668.300","-0.429","0.91"
"1","agricultural","1.690","4.600","5.450","970.207","0.516","0.91"
"1","agriculture","1.756","4.200","5.150","784.265","0.038","1.00"
"1","ahoy","2.279","2.000","1.950","931.500","0.351","0.63"
"1","aid","2.851","1.000","1.000","580.121","-0.717","0.97"
"1","aids","1.740","1.350","1.500","616.909","-0.673","0.97"
"1","ailing","1.431","1.450","1.250","725.800","-0.136","0.76"
"1","ailment","1.431","2.450","2.050","841.621","0.075","0.94"
"1","aim","2.880","1.400","1.000","646.219","-0.556","0.94"
"1","airborne","2.334","3.350","2.700","716.719","-0.231","0.94"
"1","aircraft","2.684","3.600","3.650","647.303","-0.409","1.00"
"1","airfield","2.075","3.100","3.000","842.700","0.076","0.88"
"1","airliner","1.477","2.750","3.500","686.355","-0.247","0.94"
"1","airplane","2.747","2.700","2.750","673.774","-0.391","0.97"
"1","airport","3.288","2.700","2.650","619.844","-0.586","1.00"
"1","airspace","1.919","3.100","2.800","684.364","-0.321","0.97"
"1","airspeed","1.398","3.350","3.450","810.000","0.123","0.91"
"1","airstrip","1.763","3.450","3.400","954.069","0.427","0.85"
"1","airtight","1.763","2.950","2.850","834.333","0.075","0.91"
"1","airway","1.924","2.300","2.300","640.829","-0.475","1.00"
"1","aisle","2.580","1.900","1.000","709.618","-0.229","0.97"
"1","ajar","1.380","1.850","2.150","720.103","-0.187","0.88"
"1","alabaster","1.544","3.850","3.900","805.952","0.339","0.62"
"1","alarm","3.183","1.950","2.150","612.176","-0.554","1.00"
"1","albatross","1.613","4.000","4.000","818.150","0.291","0.59"
"1","albino","1.778","2.800","3.150","818.792","0.203","0.80"
"1","alcohol","2.927","3.350","3.700","668.844","-0.470","0.97"
"1","alcoholic","2.501","3.700","4.050","670.121","-0.324","1.00"
"1","alcoholism","1.643","4.200","5.400","759.118","-0.084","0.97"
"1","alert","3.022","1.850","1.800","582.750","-0.703","0.97"
"1","alfalfa","1.532","3.750","3.950","934.542","0.637","0.71"
"1","algebra","1.959","3.100","4.050","697.387","-0.402","0.94"
"1","algorithm","1.447","4.500","5.400","932.857","0.668","0.66"
"1","alias","2.320","1.950","1.950","813.355","-0.138","0.89"
"1","alibi","2.630","2.500","3.400","731.889","-0.066","0.79"
"1","alien","2.949","1.800","1.850","565.212","-0.722","1.00"
"1","alienate","1.477","2.700","2.700","815.121","-0.010","0.97"
"1","alight","1.342","1.700","1.500","815.533","0.320","0.47"
"1","align","1.544","1.900","1.650","673.963","-0.362","0.84"
"1","alignment","1.833","2.750","2.650","697.562","-0.237","0.97"
"1","alimony","2.124","2.850","3.650","856.516","0.188","0.89"
"1","alive","3.897","1.800","1.850","603.161","-0.615","0.94"
"1","allegation","1.447","2.650","2.150","762.107","-0.154","0.85"
"1","allegiance","2.204","3.450","2.950","789.697","0.060","0.97"
"1","allergic","2.617","3.200","3.350","643.333","-0.423","0.97"
"1","allergy","1.940","2.700","2.700","739.857","-0.211","1.00"
"1","alleyway","1.613","3.450","2.650","764.276","0.073","0.91"
"1","alliance","2.668","2.550","2.100","700.935","-0.369","0.97"
"1","alligator","2.253","3.550","2.900","637.970","-0.508","0.97"
"1","allow","3.355","1.500","1.650","591.382","-0.588","1.00"
"1","allowance","2.425","3.200","2.650","666.727","-0.438","1.00"
"1","allure","1.491","2.550","1.800","689.935","-0.428","0.94"
"1","ally","3.222","1.500","1.600","737.121","-0.278","0.94"
"1","almanac","1.643","3.350","3.800","733.741","-0.144","0.84"
"1","almond","1.756","2.400","2.000","714.935","-0.216","0.91"
"1","alone","4.197","1.750","1.600","571.500","-0.727","0.94"
"1","aloof","1.532","2.000","2.000","702.154","-0.296","0.76"
"1","alphabet","2.107","3.800","3.650","659.147","-0.417","1.00"
"1","alphabetical","1.653","5.150","4.700","828.364","0.145","0.97"
"1","alter","2.389","1.600","1.700","587.516","-0.606","0.94"
"1","alteration","1.568","2.450","2.800","757.633","-0.045","0.91"
"1","altercation","1.580","3.000","3.500","957.115","0.590","0.81"
"1","alternate","2.258","2.600","3.400","744.188","-0.193","0.97"
"1","altitude","2.299","2.600","2.900","823.250","0.186","0.71"
"1","amaze","1.919","1.900","1.800","596.324","-0.696","1.00"
"1","amazed","2.418","2.250","1.950","630.906","-0.523","0.97"
"1","amazement","1.568","3.050","2.800","624.219","-0.475","0.97"
"1","ambassador","2.839","4.700","3.700","790.367","-0.152","0.97"
"1","ambience","1.580","2.950","2.900","746.967","0.081","0.91"
"1","ambient","1.431","2.850","2.800","836.000","0.069","0.82"
"1","ambiguous","1.580","3.650","4.350","837.971","0.042","1.00"
"1","ambition","2.438","2.750","2.700","698.032","-0.350","0.97"
"1","ambitious","2.387","3.350","2.850","765.188","-0.214","0.94"
"1","ambulance","3.058","3.200","3.150","863.500","0.014","1.00"
"1","ambush","2.444","2.650","2.700","691.727","-0.163","0.94"
"1","amend","1.591","1.900","1.700","745.759","0.010","0.85"
"1","amendment","2.322","3.400","3.050","805.636","0.017","0.97"
"1","amends","1.978","#","#","#","#","#"
"1","amiable","1.491","2.400","2.950","724.704","-0.047","0.82"
"1","amino","1.505","1.950","2.350","876.000","0.411","0.72"
"1","ammonia","1.887","2.950","2.850","796.129","-0.044","0.97"
"1","ammonium","1.431","3.750","2.950","887.905","0.639","0.68"
"1","ammunition","2.479","3.500","3.450","824.333","0.081","0.84"
"1","amnesty","1.839","2.900","2.900","759.148","-0.038","0.79"
"1","amount","3.101","2.150","2.250","644.882","-0.594","1.00"
"1","amphibian","1.322","3.950","3.600","833.111","0.355","0.84"
"1","amphibious","1.491","4.300","3.650","965.923","0.542","0.76"
"1","ample","1.973","1.800","1.800","695.281","-0.241","0.97"
"1","amputate","1.653","2.850","3.300","801.815","0.227","0.82"
"1","amputation","1.643","2.750","2.900","813.741","0.128","0.87"
"1","amulet","2.075","2.300","2.800","783.913","0.220","0.68"
"1","amuse","2.127","1.850","1.800","749.364","-0.411","0.97"
"1","amusement","2.283","3.000","3.600","782.097","-0.107","0.94"
"1","anaconda","1.398","3.800","4.100","828.690","0.144","0.91"
"1","anagram","1.431","3.250","3.300","802.345","0.226","0.85"
"1","anal","2.143","1.900","1.900","689.900","-0.386","0.91"
"1","analogy","1.771","2.900","2.800","657.606","-0.286","1.00"
"1","analysis","2.751","2.700","3.400","684.909","-0.387","0.97"
"1","analyst","2.250","2.650","2.550","745.500","-0.265","0.94"
"1","analytical","1.491","3.600","4.450","832.938","0.016","0.97"
"1","analyze","2.220","2.500","2.400","573.065","-0.648","0.97"
"1","analyzer","1.431","2.750","3.350","793.267","0.000","0.94"
"1","anarchist","1.477","3.500","3.300","790.321","0.012","0.88"
"1","anarchy","2.017","2.800","2.700","747.412","-0.255","1.00"
"1","ancestor","1.940","2.800","2.700","662.333","-0.427","0.97"
"1","ancestral","1.477","3.550","3.550","816.733","0.170","0.88"
"1","ancestry","1.398","3.300","3.600","721.188","-0.207","0.97"
"1","anchor","2.579","2.350","1.550","610.515","-0.666","1.00"
"1","Anchorage","1.568","3.650","3.050","754.788","0.125","0.94"
"1","anecdote","1.748","3.550","3.650","781.480","0.033","0.83"
"1","anemia","1.556","2.700","2.900","834.552","0.027","0.88"
"1","anemic","1.518","2.500","2.650","807.143","0.312","0.85"
"1","anesthetic","1.839","3.050","3.650","900.871","0.555","0.97"
"1","angelic","1.477","2.650","3.550","773.200","-0.070","0.94"
"1","anger","2.997","1.650","1.800","604.242","-0.588","1.00"
"1","angle","2.882","1.550","1.650","620.941","-0.613","0.97"
"1","angry","3.478","2.000","2.450","559.970","-0.812","0.97"
"1","angst","1.681","2.000","2.000","689.211","-0.040","0.56"
"1","anguish","2.045","2.750","2.550","810.094","-0.186","0.97"
"1","animated","1.792","2.750","2.850","717.147","-0.291","1.00"
"1","animation","1.799","2.850","2.450","748.176","-0.086","1.00"
"1","animosity","1.505","4.000","4.500","841.226","0.346","0.91"
"1","anklet","1.342","2.500","2.500","677.897","-0.354","0.88"
"1","annex","1.643","1.950","1.950","694.812","-0.309","0.94"
"1","annihilate","1.568","4.000","3.200","1,044.571","0.767","0.64"
"1","annihilation","1.623","4.000","3.700","929.208","0.260","0.73"
"1","anniversary","2.973","4.500","5.150","847.182","0.051","1.00"
"1","announce","2.698","2.500","1.950","643.531","-0.367","0.94"
"1","announcement","2.721","4.000","3.250","746.414","-0.086","0.97"
"1","announcer","2.760","2.900","2.600","690.433","-0.255","0.94"
"1","annoy","2.111","1.950","1.850","650.030","-0.478","0.97"
"1","annoyance","1.415","3.200","2.850","757.097","-0.111","0.97"
"1","annoyed","2.245","2.850","1.850","725.367","-0.142","0.94"
"1","annul","1.431","2.150","1.950","986.143","0.806","0.68"
"1","annulment","1.887","3.700","2.950","1,070.211","0.798","0.61"
"1","anointed","1.591","#","#","#","#","#"
"1","anomaly","1.806","2.900","2.700","863.667","0.551","0.62"
"1","anonymity","1.672","3.800","3.950","1,094.920","0.706","0.78"
"1","answer","3.954","2.600","1.750","572.097","-0.735","1.00"
"1","ant","2.438","1.200","1.200","592.871","-0.610","0.94"
"1","antagonize","1.447","3.700","4.200","790.667","0.114","0.94"
"1","antelope","1.708","3.250","3.000","711.129","-0.221","0.97"
"1","antenna","2.090","2.800","2.600","726.364","-0.165","0.94"
"1","anterior","1.690","2.550","2.700","805.792","-0.010","0.73"
"1","anthem","1.987","2.600","2.150","748.545","-0.203","0.97"
"1","anthill","1.477","3.000","3.400","835.957","0.153","0.74"
"1","anthrax","1.826","3.250","3.400","725.000","-0.166","0.90"
"1","anthropologist","1.732","4.900","5.250","902.706","0.235","0.97"
"1","antiaircraft","1.415","5.850","6.350","1,273.133","1.700","0.52"
"1","antibiotics","2.274","4.550","5.950","788.844","0.006","0.97"
"1","anticipate","2.114","3.150","3.700","764.788","-0.121","1.00"
"1","antics","1.708","2.450","2.300","827.000","0.046","0.91"
"1","antidote","2.346","3.300","3.650","758.586","-0.025","0.85"
"1","antiques","2.140","2.900","2.600","692.143","-0.301","1.00"
"1","antiseptic","1.653","4.050","5.050","831.903","0.216","0.97"
"1","antisocial","1.623","4.550","4.850","939.862","0.327","0.88"
"1","anus","1.756","1.900","1.900","797.148","-0.033","0.79"
"1","anxiety","2.539","3.000","4.250","608.697","-0.586","0.97"
"1","anxious","2.857","2.800","2.700","598.765","-0.685","1.00"
"1","apartment","3.627","2.850","2.650","637.469","-0.515","0.97"
"1","apartments","2.334","3.200","3.050","702.882","-0.344","1.00"
"1","apathy","1.398","2.400","2.650","654.097","-0.378","0.94"
"1","apex","1.643","1.900","1.850","681.208","-0.275","0.73"
"1","aphrodisiac","1.919","5.250","5.850","798.545","0.132","0.67"
"1","apocalypse","2.104","4.850","4.400","932.880","0.620","0.78"
"1","apologetic","1.362","4.300","5.200","842.387","0.184","0.97"
"1","apologize","3.401","3.400","3.850","722.167","-0.407","0.97"
"1","apology","2.906","2.700","2.600","678.939","-0.453","1.00"
"1","apostle","1.857","2.750","2.400","699.645","-0.313","0.91"
"1","apothecary","1.322","4.850","4.600","905.148","0.401","0.82"
"1","apparatus","1.892","3.850","4.150","781.034","0.014","0.94"
"1","apparel","1.556","2.800","2.500","675.724","-0.373","0.97"
"1","apparent","2.334","2.800","2.450","620.188","-0.486","0.97"
"1","apparition","1.602","3.600","3.050","894.429","0.378","0.66"
"1","appeal","2.822","2.400","1.600","568.394","-0.736","0.97"
"1","appear","3.077","2.300","1.750","599.531","-0.672","0.97"
"1","appearance","2.772","3.450","2.650","654.059","-0.458","0.97"
"1","appease","1.415","2.400","1.700","735.586","-0.278","0.88"
"1","appendage","1.342","3.550","2.850","865.857","0.149","0.85"
"1","appendectomy","1.532","5.900","6.750","1,010.150","0.859","0.62"
"1","appendicitis","1.690","5.600","6.300","890.550","0.732","0.65"
"1","appetite","2.660","3.050","2.800","678.800","-0.376","1.00"
"1","appetizer","1.792","3.750","3.750","682.091","-0.371","1.00"
"1","applaud","2.041","2.850","1.950","707.065","-0.222","0.94"
"1","applause","2.761","3.050","1.950","611.375","-0.510","0.97"
"1","apple","3.082","1.800","1.750","618.531","-0.828","0.97"
"1","appliance","1.623","3.250","2.650","697.382","-0.398","1.00"
"1","applicant","1.505","3.250","2.850","600.375","-0.466","0.97"
"1","application","2.708","2.800","2.350","701.182","-0.321","0.97"
"1","apply","2.805","1.950","1.800","615.559","-0.632","1.00"
"1","appoint","2.021","2.700","2.350","803.655","-0.057","0.88"
"1","appointment","3.193","3.450","3.250","740.176","-0.308","1.00"
"1","appraisal","1.602","3.250","2.700","738.310","-0.078","0.94"
"1","appreciative","1.623","3.650","4.150","789.394","0.188","0.97"
"1","apprehend","1.869","3.450","3.750","786.643","-0.074","0.90"
"1","apprentice","2.000","3.650","2.800","746.844","-0.119","0.94"
"1","approach","3.030","3.150","2.500","667.094","-0.498","0.97"
"1","approval","2.632","3.300","2.700","598.688","-0.585","1.00"
"1","approve","2.764","2.550","1.850","668.219","-0.447","0.97"
"1","apricot","1.518","3.000","3.950","733.971","-0.165","0.97"
"1","apron","2.137","1.850","1.900","784.125","-0.270","0.94"
"1","apt","1.954","1.650","1.150","762.903","-0.113","0.91"
"1","aptitude","1.748","2.550","2.900","866.593","0.291","0.82"
"1","aquarium","2.152","3.550","3.650","788.400","-0.081","0.91"
"1","aquatic","1.462","2.950","2.900","734.375","-0.121","0.97"
"1","arbitrary","1.724","3.600","4.050","834.774","0.080","0.91"
"1","archaeological","1.690","4.450","4.050","1,038.259","1.090","0.96"
"1","archaeologist","1.763","4.800","4.200","1,001.621","0.628","0.94"
"1","archaeology","1.602","4.650","3.900","836.562","0.112","0.94"
"1","archaic","1.556","2.850","2.700","776.333","0.037","0.77"
"1","archangel","1.362","3.150","4.650","883.818","0.388","0.69"
"1","archbishop","2.276","5.300","5.150","768.074","0.058","0.87"
"1","archduke","1.672","3.850","3.650","767.636","0.010","0.67"
"1","archery","1.613","2.500","2.600","672.355","-0.309","0.94"
"1","architect","2.525","3.750","3.550","800.938","0.170","0.97"
"1","architectural","1.819","5.350","5.900","961.710","0.518","0.91"
"1","architecture","2.212","4.900","5.300","842.000","0.144","0.97"
"1","Arctic","2.004","2.450","2.600","923.219","0.407","0.94"
"1","ardent","1.491","2.000","2.400","753.818","-0.115","0.65"
"1","argue","3.003","1.900","2.700","642.625","-0.583","0.97"
"1","argument","2.938","2.800","3.300","613.853","-0.559","1.00"
"1","arise","2.182","1.800","1.700","652.677","-0.452","0.91"
"1","aristocracy","1.518","4.450","5.900","925.031","0.383","0.97"
"1","aristocrat","1.845","4.200","5.050","963.500","0.333","1.00"
"1","arithmetic","1.898","3.600","4.800","851.029","0.089","1.00"
"1","armada","1.748","2.850","3.000","779.789","0.227","0.59"
"1","armory","1.982","2.350","2.250","786.250","-0.027","0.80"
"1","armpit","1.813","2.850","3.600","769.000","-0.141","0.91"
"1","arouse","1.799","1.700","1.900","639.469","-0.310","0.97"
"1","arraignment","1.857","3.550","3.150","1,027.000","0.780","0.42"
"1","arrange","2.899","2.300","2.400","676.129","-0.472","0.97"
"1","array","2.037","2.000","1.850","672.419","-0.366","0.94"
"1","arrival","2.626","2.600","2.550","596.500","-0.597","0.94"
"1","arrive","2.979","2.400","1.950","582.594","-0.694","0.94"
"1","arrogance","2.161","3.550","2.700","730.469","-0.294","0.97"
"1","arrogant","2.426","3.350","2.550","744.600","-0.180","0.94"
"1","arsenic","1.806","2.950","2.550","855.424","0.127","0.97"
"1","arson","2.188","1.900","1.900","711.355","-0.315","0.91"
"1","art","3.558","1.100","1.300","521.742","-0.841","0.91"
"1","artery","2.435","2.200","2.350","838.393","0.078","0.85"
"1","arthritis","2.000","3.750","4.000","885.618","0.329","1.00"
"1","artichoke","1.462","4.250","4.850","696.679","-0.217","0.82"
"1","article","3.000","2.650","2.450","610.118","-0.549","1.00"
"1","artifact","1.756","3.650","4.500","788.969","0.062","1.00"
"1","artificial","2.393","4.050","4.100","714.677","-0.169","0.94"
"1","artillery","2.449","3.600","3.500","766.871","-0.132","0.94"
"1","artist","3.165","2.100","1.900","615.182","-0.671","1.00"
