"Occurrences","Word","LgSUBTLWF","OLD","PLD","I_Mean_RT","I_Zscore","I_Mean_Accuracy"
"1","limousine","2.161","3.850","2.900","659.727","-0.353","1.00"
"1","line","4.022","1.000","1.000","656.903","-0.580","0.94"
"1","lineage","1.643","2.500","2.850","828.571","0.019","0.82"
"1","linear","1.462","1.900","1.950","686.971","-0.396","1.00"
"1","liner","1.799","1.300","1.550","656.000","-0.507","0.91"
"1","lineup","2.161","2.400","2.900","718.500","-0.226","1.00"
"1","linger","1.875","1.550","1.750","668.125","-0.555","0.94"
"1","lingerie","2.161","2.800","2.950","743.750","-0.120","0.97"
"1","lingering","1.663","2.600","2.600","725.387","-0.260","0.91"
"1","lingo","1.778","1.900","2.100","727.500","-0.196","0.79"
"1","linguist","1.447","2.900","2.950","705.586","-0.222","0.91"
"1","linguistics","1.415","4.150","4.400","902.774","0.138","1.00"
"1","link","2.785","1.200","1.050","615.364","-0.654","1.00"
"1","linoleum","1.447","3.950","3.750","886.800","0.567","0.59"
"1","lint","1.839","1.350","1.350","584.323","-0.561","0.94"
"1","lipstick","2.653","3.350","3.450","625.188","-0.533","1.00"
"1","liquidate","1.602","3.350","3.650","875.333","0.424","0.84"
"1","listen","4.444","1.850","1.650","526.455","-0.902","0.97"
"1","listener","1.863","2.600","2.650","732.788","-0.408","1.00"
"1","listing","1.987","1.750","1.750","692.500","-0.269","0.97"
"1","listless","1.000","2.350","2.200","804.606","-0.029","0.97"
"1","liter","1.954","1.500","1.000","631.606","-0.495","0.97"
"1","literacy","1.415","2.700","2.650","630.848","-0.493","1.00"
"1","literary","2.117","2.650","3.750","705.600","-0.401","0.91"
"1","literature","2.514","3.550","4.300","740.471","-0.306","1.00"
"1","litigation","1.875","2.850","2.850","1,012.727","0.534","0.73"
"1","lively","2.318","1.850","1.900","691.000","-0.491","0.97"
"1","livestock","2.013","3.750","3.800","713.029","-0.364","1.00"
"1","livid","1.362","1.850","1.850","643.360","-0.347","0.78"
"1","loader","1.380","1.750","1.000","659.121","-0.401","0.97"
"1","loathe","2.029","1.950","1.250","677.069","-0.335","0.91"
"1","loathing","1.415","2.300","1.900","686.931","-0.307","0.97"
"1","loathsome","1.732","3.800","2.850","689.138","-0.072","0.85"
"1","lobbyist","1.362","3.750","2.850","784.097","-0.096","0.91"
"1","lobotomy","1.748","3.950","3.750","836.381","0.276","0.68"
"1","lobster","2.574","1.950","2.450","596.061","-0.723","0.97"
"1","local","3.328","1.800","1.800","558.438","-0.731","1.00"
"1","localized","1.322","2.750","3.300","660.879","-0.340","1.00"
"1","locate","2.720","2.100","2.000","640.452","-0.535","0.91"
"1","location","3.102","1.900","2.350","587.588","-0.704","1.00"
"1","locksmith","1.724","3.900","3.750","626.182","-0.560","0.97"
"1","lockup","1.845","2.400","2.500","674.971","-0.417","1.00"
"1","locust","1.653","2.300","2.200","781.667","-0.208","1.00"
"1","lofty","1.613","1.900","1.900","717.906","-0.239","0.97"
"1","logic","2.535","2.050","2.450","640.676","-0.493","1.00"
"1","logical","2.578","2.450","2.700","673.156","-0.479","1.00"
"1","logistics","1.568","3.650","3.800","803.194","-0.041","0.97"
"1","lollipop","1.964","3.850","4.450","767.655","0.030","0.91"
"1","loneliness","2.408","2.900","2.850","679.406","-0.302","0.97"
"1","loner","2.201","1.500","1.500","689.719","-0.338","0.94"
"1","longevity","1.462","3.750","4.950","709.812","-0.180","0.97"
"1","longitude","1.633","3.650","3.900","660.406","-0.414","1.00"
"1","LONGTIME","1.447","#","#","#","#","#"
"1","look","4.997","1.400","1.100","605.625","-0.632","0.94"
"1","looker","1.732","1.650","1.700","668.364","-0.508","1.00"
"1","lookout","2.358","2.700","2.500","628.935","-0.429","0.97"
"1","loony","2.093","1.850","1.750","803.923","0.050","0.81"
"1","loophole","1.724","3.350","3.300","686.889","-0.329","0.82"
"1","loopy","1.532","1.850","1.650","716.346","-0.176","0.76"
"1","loose","3.329","1.650","1.000","573.531","-0.760","0.97"
"1","loosen","2.452","1.850","1.750","666.323","-0.554","0.94"
"1","lop","1.362","1.000","1.000","714.211","-0.122","0.58"
"1","lord","3.848","1.600","1.000","627.364","-0.654","0.94"
"1","lordship","2.220","3.250","3.200","708.355","-0.227","0.94"
"1","lore","1.544","1.000","1.000","746.400","0.067","0.76"
"1","loser","3.140","1.500","1.500","573.882","-0.817","1.00"
"1","loss","3.172","1.200","1.100","566.529","-0.784","1.00"
"1","lost","4.145","1.350","1.350","621.188","-0.532","0.94"
"1","loudmouth","1.732","4.500","4.300","662.906","-0.216","0.97"
"1","loudspeaker","1.681","5.100","4.900","739.629","-0.249","1.00"
"1","lousy","3.083","1.900","2.000","638.625","-0.463","0.94"
"1","lovable","1.964","2.550","2.700","636.939","-0.427","1.00"
"1","loveless","1.380","2.550","2.250","674.875","-0.331","0.97"
"1","loveliness","1.623","3.000","2.800","682.657","-0.240","1.00"
"1","lovesick","1.556","3.600","3.600","722.667","-0.346","0.97"
"1","low","3.480","1.000","1.000","560.455","-0.810","1.00"
"1","lowdown","1.748","3.000","2.850","728.724","-0.240","0.91"
"1","loyal","2.788","1.900","1.900","635.788","-0.520","1.00"
"1","loyalty","2.775","2.750","2.700","661.531","-0.360","1.00"
"1","lubricant","1.556","3.700","3.850","710.031","-0.343","0.94"
"1","lucid","1.819","1.950","2.000","733.607","-0.298","0.85"
"1","luck","3.894","1.250","1.000","575.742","-0.849","0.94"
"1","lucrative","1.826","3.450","3.450","839.069","0.104","0.85"
"1","ludicrous","1.929","3.700","3.300","860.607","0.117","0.88"
"1","lug","2.124","1.300","1.000","761.000","-0.112","0.71"
"1","luggage","2.754","2.950","2.700","733.606","-0.417","0.97"
"1","lukewarm","1.398","4.000","3.750","723.276","-0.102","0.85"
"1","lull","1.785","1.450","1.300","798.800","0.056","0.74"
"1","lullaby","1.949","2.950","3.550","748.167","-0.122","0.88"
"1","lumbar","1.724","2.400","1.700","780.318","-0.141","0.65"
"1","lumber","2.104","1.650","1.700","643.324","-0.373","1.00"
"1","lumberjack","1.462","4.650","5.450","713.618","-0.337","1.00"
"1","luminous","1.602","2.650","2.500","753.125","-0.143","0.97"
"1","lunacy","1.716","2.750","2.650","692.840","-0.158","0.78"
"1","lunatic","2.638","2.950","3.000","855.531","0.126","0.94"
"1","lunch","3.725","1.650","1.700","587.545","-0.673","1.00"
"1","luncheon","2.225","2.900","2.550","702.515","-0.270","0.97"
"1","lunchtime","2.100","4.000","4.250","860.788","0.008","1.00"
"1","lurch","1.643","1.950","1.800","790.074","-0.078","0.82"
"1","lurk","1.342","1.700","1.450","817.333","0.154","0.73"
"1","luscious","1.819","2.950","1.950","770.938","0.031","0.94"
"1","lush","1.785","1.350","1.200","607.258","-0.542","0.94"
"1","lust","2.455","1.300","1.250","614.059","-0.524","1.00"
"1","lustful","1.322","2.800","2.750","718.938","-0.396","0.94"
"1","lusty","1.505","1.650","1.650","616.161","-0.443","0.97"
"1","luxurious","1.763","3.300","3.900","688.853","-0.299","0.97"
"1","luxury","2.489","2.950","2.900","591.594","-0.692","0.94"
"1","lyrical","1.431","2.650","2.400","749.393","-0.169","0.85"
"1","macaroni","2.223","3.650","4.150","804.433","-0.000","0.88"
"1","machete","1.732","2.800","3.000","911.412","0.375","0.53"
"1","machine","3.554","2.350","2.550","569.710","-0.835","0.94"
"1","machinery","2.274","3.550","3.800","777.059","-0.209","1.00"
"1","mad","3.762","1.000","1.000","584.939","-0.715","0.97"
"1","Madam","3.351","1.950","1.800","846.069","0.123","0.85"
"1","madhouse","1.833","2.950","2.950","756.545","-0.083","1.00"
"1","madness","2.635","2.300","1.850","699.824","-0.484","1.00"
"1","magenta","1.518","2.850","3.550","768.560","-0.087","0.76"
"1","magic","3.429","1.900","2.600","611.912","-0.621","1.00"
"1","magical","2.667","2.400","2.750","639.914","-0.482","1.00"
"1","magician","2.592","2.750","2.750","663.000","-0.181","0.97"
"1","magistrate","1.851","3.650","4.050","849.667","0.131","0.88"
"1","magnetic","2.334","2.750","3.250","643.943","-0.387","1.00"
"1","magnetism","1.699","3.150","3.300","856.424","0.082","0.97"
"1","magnification","1.447","3.350","3.550","821.235","0.212","0.97"
"1","magnify","1.491","2.900","2.650","737.853","-0.203","1.00"
"1","magnifying","1.699","3.700","3.750","738.484","-0.149","0.94"
"1","magnitude","1.869","3.400","2.800","698.188","-0.310","0.97"
"1","magnolia","1.568","3.600","3.950","720.667","-0.297","0.94"
"1","mahjong","1.954","3.000","2.850","857.167","0.520","0.18"
"1","mailing","1.833","1.550","1.250","683.294","-0.425","1.00"
"1","maim","1.362","1.750","1.000","762.444","-0.052","0.53"
"1","mainstream","1.806","3.650","3.750","670.848","-0.387","0.97"
"1","maintain","2.821","2.750","2.650","585.485","-0.608","1.00"
"1","maintenance","2.544","4.750","3.550","693.515","-0.329","1.00"
"1","majesty","3.270","2.900","3.250","733.636","-0.211","0.97"
"1","majority","2.418","3.200","3.550","632.529","-0.454","1.00"
"1","make","4.850","1.050","1.000","621.233","-0.609","0.91"
"1","makeshift","1.322","4.400","3.900","699.742","-0.300","0.94"
"1","makeup","2.898","2.750","2.550","655.647","-0.575","1.00"
"1","malaria","1.935","2.850","2.850","698.704","-0.138","0.87"
"1","malfunction","2.170","3.850","4.650","723.394","-0.265","0.97"
"1","malice","1.785","1.950","1.650","682.469","-0.340","0.94"
"1","malicious","1.909","2.950","2.550","762.625","-0.121","0.94"
"1","malignant","1.806","3.450","3.750","834.781","0.163","0.91"
"1","mallet","1.556","1.800","1.650","748.148","-0.108","0.82"
"1","malnutrition","1.380","4.650","4.900","875.469","0.247","0.94"
"1","malt","1.929","1.350","1.500","690.812","-0.391","0.94"
"1","mammal","1.799","2.200","1.900","836.517","0.127","0.85"
"1","man","4.974","1.000","1.000","512.529","-1.003","0.97"
"1","manage","3.040","1.850","1.950","663.548","-0.419","0.89"
"1","management","2.775","3.700","3.650","726.000","-0.300","1.00"
"1","manager","3.309","2.100","2.550","594.118","-0.597","1.00"
"1","managerial","1.342","3.800","5.000","880.800","0.370","0.74"
"1","mandarin","1.833","3.350","3.300","852.607","0.204","0.82"
"1","mandate","1.887","2.450","2.750","644.806","-0.403","0.94"
"1","mandatory","2.104","3.550","3.550","685.250","-0.268","1.00"
"1","mandolin","1.398","3.400","2.700","836.958","0.084","0.73"
"1","mane","1.491","1.000","1.000","657.875","-0.372","0.94"
"1","maneuver","2.158","2.900","2.700","797.032","0.084","0.94"
"1","manger","1.716","1.650","2.100","799.692","0.036","0.79"
"1","mangle","1.176","1.600","1.650","702.147","-0.285","1.00"
"1","mangy","1.914","1.800","2.650","918.714","0.720","0.45"
"1","manhole","1.591","2.750","2.950","712.242","-0.293","0.97"
"1","manhood","2.167","2.900","2.900","645.258","-0.483","0.97"
"1","mania","1.724","1.700","2.000","773.000","-0.263","0.91"
"1","maniac","2.681","2.200","2.850","716.581","-0.155","0.91"
"1","maniacal","1.447","2.850","4.150","792.500","0.288","0.63"
"1","manicure","2.009","3.200","3.650","745.424","-0.277","1.00"
"1","manicurist","1.505","4.400","5.150","878.680","0.145","0.81"
"1","manifestation","1.732","4.300","4.350","838.656","0.211","1.00"
"1","manifesto","1.580","3.600","4.600","857.103","0.145","0.88"
"1","manipulate","2.250","3.450","4.000","658.455","-0.445","0.97"
"1","mankind","2.651","2.450","3.950","620.265","-0.573","1.00"
"1","manned","1.826","1.750","1.100","690.357","-0.018","0.85"
"1","mannequin","1.799","4.050","2.750","920.364","0.454","0.67"
"1","manner","2.770","1.750","1.500","641.394","-0.629","0.97"
"1","manor","2.243","1.800","1.500","730.121","-0.171","1.00"
"1","manpower","2.025","3.000","3.550","674.375","-0.313","0.94"
"1","mansion","2.518","2.450","1.900","702.806","-0.182","1.00"
"1","mansions","1.568","2.600","2.100","758.333","-0.105","0.91"
"1","manslaughter","2.149","5.050","4.100","897.562","0.403","0.94"
"1","mantle","2.045","1.950","1.700","624.906","-0.530","0.94"
"1","manufacture","2.097","4.050","5.100","842.533","-0.103","0.91"
"1","manufacturer","1.964","4.700","6.400","877.552","0.271","1.00"
"1","manufacturing","1.940","5.000","6.350","822.968","0.138","0.94"
"1","manure","2.029","1.950","2.900","844.219","0.150","0.94"
"1","manuscript","2.140","4.150","4.750","749.469","-0.216","0.94"
"1","maple","2.220","1.900","1.900","669.219","-0.467","0.94"
"1","margarine","1.518","3.350","4.250","866.250","0.109","1.00"
"1","margin","2.004","1.800","2.650","648.156","-0.415","0.94"
"1","marijuana","2.435","3.900","3.900","819.031","-0.104","0.97"
"1","mariner","1.362","2.050","2.450","734.452","-0.116","0.91"
"1","marital","2.025","2.400","2.550","726.067","-0.057","0.97"
"1","marketing","2.387","2.750","2.700","663.647","-0.460","1.00"
"1","marketplace","1.924","4.850","5.400","656.412","-0.544","1.00"
"1","marksman","1.875","2.950","3.050","832.067","0.139","0.97"
"1","marksmanship","1.380","4.600","4.800","967.531","0.694","1.00"
"1","marmalade","1.724","3.900","3.600","871.154","0.357","0.81"
"1","marooned","1.505","2.850","2.600","852.000","0.334","0.76"
"1","marriage","3.595","2.600","2.200","593.853","-0.612","1.00"
"1","marrow","2.182","1.700","1.600","685.100","-0.196","0.62"
"1","marry","3.726","1.550","1.350","629.182","-0.469","0.97"
"1","marshmallow","1.892","4.650","4.600","799.333","-0.072","1.00"
"1","martyr","2.124","1.900","1.450","816.455","0.141","0.69"
"1","marvel","2.000","1.900","1.600","648.719","-0.465","0.94"
"1","mascara","1.813","3.000","3.350","787.167","-0.058","0.94"
"1","masculine","2.100","3.550","3.750","730.606","-0.234","1.00"
"1","masculinity","1.415","4.850","6.600","776.643","-0.042","0.85"
"1","masochist","1.518","3.800","2.950","935.143","0.602","0.64"
"1","masquerade","1.919","4.400","4.000","982.500","0.281","0.88"
"1","mass","2.945","1.050","1.000","594.303","-0.685","1.00"
"1","massacre","2.308","3.050","2.650","728.706","-0.235","1.00"
"1","massage","2.753","2.400","2.600","694.806","-0.388","0.91"
"1","masses","2.143","1.650","1.700","702.824","-0.266","1.00"
"1","masseur","1.322","2.700","2.000","877.706","0.459","0.55"
"1","masseuse","1.863","2.900","2.250","957.533","0.776","0.47"
"1","massive","2.707","2.500","1.850","634.419","-0.400","0.97"
"1","master","3.648","1.450","1.450","543.667","-0.811","1.00"
"1","masterful","1.322","3.200","3.400","775.853","-0.289","0.97"
"1","mastermind","1.845","3.700","4.850","766.529","0.068","1.00"
"1","masterpiece","2.258","4.100","3.800","676.273","-0.419","0.97"
"1","mastery","1.477","1.800","1.850","679.594","-0.320","0.97"
"1","masturbate","1.799","3.700","3.450","779.806","0.064","0.91"
"1","masturbation","1.944","3.650","3.750","824.219","0.077","1.00"
"1","matching","2.364","1.800","1.850","643.147","-0.532","1.00"
"1","matchmaker","1.623","3.900","3.950","728.344","-0.279","0.94"
"1","mate","3.174","1.000","1.000","628.219","-0.576","0.97"
"1","maternal","1.881","2.500","2.750","747.424","-0.113","0.97"
"1","maternity","2.100","3.250","3.250","728.812","-0.253","0.97"
"1","math","2.923","1.350","1.100","687.500","-0.501","0.94"
"1","mathematical","1.914","4.400","4.450","752.788","-0.248","1.00"
"1","mathematician","1.699","5.450","4.800","842.438","0.078","1.00"
"1","mathematics","2.196","4.150","4.400","801.152","-0.191","1.00"
"1","matinee","1.771","2.600","3.050","861.905","0.507","0.64"
"1","mating","2.290","1.700","1.350","718.900","-0.262","0.88"
"1","matrimony","2.137","3.500","4.000","809.966","0.128","0.88"
"1","matrix","2.290","2.650","2.900","709.943","-0.270","1.00"
"1","matter","4.277","1.500","1.000","593.500","-0.746","0.97"
"1","maturity","2.013","2.750","3.400","763.212","-0.316","1.00"
"1","mausoleum","1.643","4.200","4.600","988.250","1.047","0.50"
"1","maverick","2.130","3.500","3.300","805.250","0.006","0.94"
"1","maxim","1.819","1.850","2.450","712.586","-0.110","0.88"
"1","maximize","1.663","2.800","3.050","615.824","-0.489","1.00"
"1","maximum","2.599","2.850","3.250","696.242","-0.353","0.97"
"1","may","4.416","1.000","1.000","637.912","-0.659","1.00"
"1","mayday","2.479","2.500","2.500","731.000","-0.185","0.91"
"1","Mayflower","1.887","3.750","3.550","629.606","-0.490","1.00"
"1","mayhem","2.041","2.800","2.850","843.913","0.323","0.68"
"1","mayonnaise","2.064","4.900","2.800","924.300","0.025","0.88"
"1","meager","1.518","1.900","1.800","850.185","0.186","0.79"
"1","mean","4.802","1.350","1.000","634.000","-0.626","1.00"
"1","meanie","1.342","2.150","1.450","868.038","0.459","0.79"
"1","meaning","3.280","1.850","1.700","622.794","-0.643","0.97"
"1","meaningful","2.248","4.150","3.550","709.636","-0.377","1.00"
"1","meaningless","2.396","3.850","3.400","820.061","0.063","1.00"
"1","meanness","1.431","2.600","2.400","735.567","-0.082","0.91"
"1","measurement","1.447","3.800","2.850","777.290","-0.121","1.00"
"1","mechanical","2.400","3.350","3.200","673.697","-0.440","0.97"
"1","mechanics","2.093","3.350","3.300","699.500","-0.326","1.00"
"1","mechanism","2.281","3.150","3.050","695.455","-0.239","0.94"
"1","medallion","1.839","3.450","3.400","813.962","-0.017","0.81"
"1","meddle","1.806","1.850","1.200","727.923","0.006","0.81"
"1","mediation","1.398","2.400","3.200","745.647","-0.119","0.97"
"1","medical","3.443","1.950","2.750","613.581","-0.545","0.94"
"1","medicate","1.362","2.100","2.400","702.727","-0.238","0.97"
"1","medication","2.815","2.550","2.450","655.394","-0.336","0.97"
"1","medicine","3.242","2.750","2.150","655.906","-0.439","0.97"
"1","medieval","2.182","3.300","4.750","752.968","0.060","0.91"
"1","mediocre","1.857","3.400","4.200","853.346","0.144","0.74"
"1","mediocrity","1.568","4.100","5.300","905.160","0.367","0.74"
"1","meditate","1.724","2.450","2.600","752.059","-0.130","1.00"
"1","meditation","1.929","2.400","2.450","736.281","-0.157","1.00"
"1","medium","2.560","2.350","1.700","591.853","-0.630","1.00"
"1","medley","1.518","2.700","1.900","748.103","-0.186","0.88"
"1","meek","1.949","1.700","1.000","724.567","-0.277","0.86"
"1","meet","4.255","1.650","1.000","599.382","-0.614","1.00"
"1","meeting","3.829","1.900","1.350","648.121","-0.463","1.00"
"1","melancholy","2.049","4.800","4.900","756.645","-0.063","0.94"
"1","melodrama","1.556","4.250","4.850","782.276","0.151","0.88"
"1","melody","2.529","2.600","2.150","723.324","-0.296","0.97"
"1","melon","2.340","1.950","1.850","612.970","-0.630","0.97"
"1","member","3.167","1.900","2.150","613.121","-0.610","0.97"
"1","membership","2.220","4.150","3.950","770.000","-0.168","0.97"
"1","memento","1.819","2.600","2.700","649.565","-0.288","0.72"
"1","memorabilia","1.415","4.850","5.750","894.531","0.393","0.97"
"1","memorable","2.064","2.950","3.300","706.235","-0.414","1.00"
"1","memorandum","1.447","4.600","5.250","807.367","0.244","0.88"
"1","memorial","2.558","2.750","2.900","616.250","-0.537","1.00"
"1","memorize","2.173","2.650","2.600","668.250","-0.364","0.97"
"1","memory","3.394","2.550","2.250","624.848","-0.594","0.97"
"1","menace","2.281","2.100","1.950","661.212","-0.299","0.97"
"1","mend","2.127","1.300","1.200","625.212","-0.498","0.97"
"1","meningitis","1.568","4.650","6.350","958.769","0.607","0.81"
"1","menopause","1.806","4.150","3.050","758.774","-0.030","0.94"
"1","menstrual","1.447","#","#","#","#","#"
"1","mental","3.001","1.800","1.500","599.735","-0.695","1.00"
"1","mentality","2.037","2.700","3.000","808.800","-0.015","1.00"
"1","menthol","1.362","2.750","2.900","675.824","-0.361","1.00"
"1","mention","3.482","2.400","1.750","730.206","-0.303","0.94"
"1","mentor","2.253","2.000","2.800","717.424","-0.323","1.00"
"1","merchandise","2.391","4.200","5.250","731.500","-0.222","1.00"
"1","merchant","2.167","2.850","3.000","723.706","-0.392","0.97"
"1","merciful","2.253","3.750","3.500","770.452","-0.076","0.94"
"1","merciless","1.792","3.450","3.250","839.333","0.039","0.97"
"1","mercy","3.111","1.950","1.900","606.312","-0.593","1.00"
"1","mere","2.604","1.650","1.000","727.724","-0.117","0.85"
"1","merge","1.857","1.600","1.600","652.471","-0.396","1.00"
"1","merger","2.308","1.700","1.900","685.765","-0.309","1.00"
"1","merit","2.240","1.950","1.900","659.576","-0.427","1.00"
"1","message","3.669","2.700","2.700","602.576","-0.644","0.97"
"1","messenger","2.615","3.350","3.550","596.758","-0.593","0.97"
"1","Messiah","2.137","2.900","2.700","719.258","-0.138","0.94"
"1","metabolic","1.613","3.500","4.450","702.735","-0.293","1.00"
"1","metabolism","1.748","3.700","4.200","669.242","-0.378","1.00"
"1","metal","2.997","1.750","1.200","585.364","-0.683","0.97"
"1","metallic","1.833","3.300","2.850","683.735","-0.307","0.97"
"1","metamorphosis","1.462","5.400","5.800","789.438","0.119","1.00"
"1","metaphor","2.299","3.600","3.300","695.344","-0.367","0.94"
"1","metaphysical","1.633","4.750","4.750","895.867","0.396","0.91"
"1","meteorite","1.623","3.350","3.600","829.065","0.173","0.91"
"1","methane","1.771","2.900","2.650","764.034","-0.016","0.85"
"1","method","2.605","2.650","1.950","666.765","-0.338","1.00"
"1","methodical","1.431","3.300","3.400","857.516","-0.042","0.97"
"1","methodology","1.532","4.200","4.700","868.889","0.350","0.84"
"1","meticulous","1.724","4.200","3.450","729.640","0.042","0.76"
"1","metric","1.415","2.400","2.400","763.833","-0.073","0.94"
"1","metropolis","1.724","4.450","4.450","803.750","-0.020","0.88"
"1","metropolitan","1.887","5.650","6.600","856.667","0.181","0.97"
"1","microfilm","1.833","4.350","4.500","765.379","0.019","0.91"
"1","microphone","2.367","3.650","3.250","736.656","-0.138","1.00"
"1","microscope","2.114","3.300","4.150","807.969","0.078","1.00"
"1","microscopic","1.771","4.150","5.150","815.533","0.136","0.97"
"1","microwave","2.301","3.950","4.400","714.125","-0.295","0.97"
"1","mid","1.813","#","#","#","#","#"
"1","midair","1.556","2.900","2.450","836.708","0.382","0.75"
"1","middleman","1.623","3.700","3.550","781.812","0.070","0.97"
"1","middleweight","1.643","5.550","4.000","892.125","0.304","0.97"
"1","midnight","3.161","3.450","2.800","715.618","-0.276","1.00"
"1","midshipman","1.580","4.350","4.000","1,105.429","0.950","0.45"
"1","midst","2.245","1.850","1.700","680.533","-0.300","0.86"
"1","midsummer","1.491","3.950","4.600","796.219","-0.101","1.00"
"1","midwife","1.477","3.100","3.150","744.000","-0.058","1.00"
"1","mighty","3.132","1.900","1.900","690.600","-0.460","1.00"
"1","migraine","1.982","2.850","2.700","814.387","0.078","0.94"
"1","migrate","1.342","2.050","2.550","725.100","-0.172","0.94"
"1","migration","1.532","2.700","2.800","670.794","-0.251","1.00"
"1","mildew","1.362","2.300","2.000","701.531","-0.320","0.97"
"1","mileage","2.009","2.750","2.700","745.733","-0.157","0.88"
"1","milestone","1.568","3.150","3.100","648.094","-0.391","0.97"
"1","militant","1.663","2.850","2.800","833.065","0.044","0.91"
"1","milkshake","1.633","3.950","3.650","699.147","-0.268","1.00"
"1","milky","1.982","1.850","1.800","742.471","-0.090","1.00"
"1","millennium","2.342","4.650","3.450","755.206","-0.221","1.00"
"1","milligram","1.462","3.750","3.400","800.889","-0.034","0.82"
"1","millimeter","1.851","3.900","4.250","731.129","-0.000","0.94"
"1","million","3.789","2.400","1.950","662.000","-0.398","1.00"
"1","millionaire","2.465","4.500","3.700","756.968","-0.077","0.94"
"1","millionth","1.477","3.400","2.450","935.182","0.595","0.41"
"1","millstone","1.322","3.250","2.700","790.724","0.175","0.85"
"1","mimic","1.613","2.300","1.900","671.156","-0.343","0.94"
"1","mincemeat","1.362","3.800","3.750","1,148.471","1.057","0.52"
"1","mind","4.393","1.250","1.250","572.844","-0.771","0.97"
"1","mindful","1.415","2.850","3.000","737.129","-0.159","0.94"
"1","mindless","1.944","2.400","2.650","651.743","-0.440","1.00"
"1","minefield","1.724","3.650","3.650","851.625","0.238","0.73"
"1","mingle","2.140","1.650","1.650","703.281","-0.230","0.97"
"1","mini","2.267","1.750","1.400","670.394","-0.445","0.97"
"1","miniature","2.111","3.150","3.650","804.032","0.040","1.00"
"1","minimal","2.045","2.650","2.700","680.931","-0.268","0.91"
"1","minimize","1.740","3.000","2.850","645.387","-0.466","0.97"
"1","minion","1.681","2.100","2.100","831.400","0.323","0.47"
"1","minister","2.974","2.350","2.400","729.000","-0.331","1.00"
"1","ministry","2.295","3.000","2.850","689.871","-0.331","0.91"
"1","minor","2.816","1.850","1.350","645.176","-0.631","1.00"
"1","minority","2.057","3.100","3.300","656.471","-0.392","1.00"
"1","minute","4.285","2.000","1.850","637.686","-0.668","1.00"
"1","miracle","3.134","2.650","2.500","597.406","-0.565","0.97"
"1","miraculous","2.033","3.750","3.900","936.250","0.240","1.00"
"1","mirage","1.903","2.000","2.450","840.733","0.050","0.91"
"1","mirror","3.091","2.500","1.800","560.147","-0.659","1.00"
"1","misbehave","1.491","3.900","4.700","922.839","0.278","0.94"
"1","miscarriage","1.771","4.250","4.350","732.912","-0.151","1.00"
"1","mischief","2.033","3.750","2.850","677.562","-0.339","0.94"
"1","mischievous","1.362","5.250","3.750","789.276","-0.020","0.91"
"1","misconduct","1.613","4.300","4.900","800.781","-0.029","1.00"
"1","miser","1.415","1.600","1.500","952.630","0.249","0.82"
"1","miserable","3.040","2.900","2.750","691.559","-0.327","1.00"
"1","misery","2.722","1.950","2.250","705.118","-0.427","1.00"
"1","misfire","1.342","2.650","2.650","756.571","-0.057","0.90"
"1","misfit","1.491","2.850","2.350","756.839","0.016","0.91"
"1","misfortune","2.137","4.350","4.400","674.656","-0.340","0.94"
"1","mishap","1.732","2.750","2.950","744.034","-0.163","0.85"
"1","mislead","1.591","2.400","1.900","683.562","-0.431","0.97"
"1","misplace","1.380","2.700","2.450","692.727","-0.294","0.97"
"1","misread","1.653","2.550","2.000","769.719","-0.037","0.94"
"1","miss","4.378","1.450","1.000","639.061","-0.551","1.00"
"1","mission","3.380","1.950","1.700","653.000","-0.372","0.97"
"1","mistake","3.716","2.500","1.800","606.438","-0.613","1.00"
"1","mister","3.367","1.650","1.750","701.970","-0.291","0.97"
"1","mistletoe","1.996","4.000","2.850","821.731","0.288","0.81"
"1","mistress","2.783","2.650","2.200","649.471","-0.463","1.00"
"1","mistrial","1.778","2.900","3.650","804.333","0.102","0.71"
"1","mistrust","1.518","2.800","2.650","768.529","-0.236","1.00"
"1","misty","1.909","1.800","1.700","682.206","-0.316","1.00"
"1","misuse","1.462","2.300","2.650","828.806","-0.061","0.94"
"1","mite","1.785","1.150","1.000","835.700","0.104","0.86"
"1","mitigate","1.342","2.700","2.650","831.375","0.162","0.73"
"1","mitigating","1.505","3.000","3.100","860.632","0.382","0.58"
"1","mitt","1.851","1.700","1.000","798.789","0.019","0.58"
"1","mitten","1.380","1.800","1.650","713.100","-0.358","0.88"
"1","mixer","1.748","1.700","1.900","646.152","-0.543","1.00"
"1","mixture","2.104","2.500","2.500","653.529","-0.595","0.94"
"1","moat","1.785","1.550","1.000","778.222","0.068","0.58"
"1","mobile","2.582","2.000","1.800","661.265","-0.415","1.00"
"1","mobility","1.556","2.500","2.700","706.029","-0.357","1.00"
"1","mobilize","1.724","2.650","2.850","651.517","-0.389","0.91"
"1","mockery","1.978","2.400","2.400","631.656","-0.437","0.91"
"1","mockingbird","1.785","5.350","4.750","725.750","-0.210","0.94"
"1","mode","2.422","1.350","1.000","603.576","-0.675","0.97"
"1","model","3.214","1.650","1.300","616.765","-0.703","0.97"
"1","modeling","2.269","2.600","1.800","654.806","-0.435","1.00"
"1","moderation","1.580","2.700","2.900","701.758","-0.203","1.00"
"1","modest","2.479","1.850","2.250","644.618","-0.591","1.00"
"1","modesty","1.959","2.550","2.550","596.848","-0.534","0.97"
"1","modification","1.643","2.650","2.700","732.121","-0.189","1.00"
"1","modify","1.708","2.500","2.150","606.152","-0.658","0.97"
