Occurrences,Word,Length,LgSUBTLWF,Ortho_N,Phono_N,OLD,PLD,POS,I_Mean_RT,I_Mean_Accuracy,I_NMG_Mean_RT,I_NMG_Mean_Accuracy
1,abandon,7,2.617,0,0,2.9,2.45,VB|NN,695.719,0.97,623.963,1
1,abandonment,11,1.699,0,0,4.4,4.45,NN,771.088,1,794.696,0.958
1,abdomen,7,2.236,0,0,3,3,NN,813.433,0.88,758.667,0.964
1,abdominal,9,2.243,0,0,3.75,4,JJ,715.548,0.94,737.762,0.875
1,abduct,6,1.568,0,0,2.5,2.55,VB,769.667,0.88,707.815,1
1,abduction,9,2.269,0,0,2.7,2.65,NN,795.875,0.94,667.385,0.929
1,abide,5,2.143,3,3,1.7,1.85,VB,773.212,0.94,633.828,1
1,ability,7,2.992,1,1,2.3,2.3,NN,619.677,0.97,583.037,1
1,abject,6,1.322,1,0,2.35,2.75,JJ,692.667,0.28,768.385,0.929
1,ablaze,6,1.342,0,0,2.25,1.95,JJ,740.727,0.65,644.36,0.926
1,able,4,3.912,3,3,1.5,1.55,JJ,623.303,1,628.214,1
1,abnormal,8,2.173,0,0,3.1,3.35,JJ,684.909,1,673.385,1
1,abode,5,1.532,3,2,1.8,1.85,NN,855.833,0.88,665.958,0.889
1,abolish,7,1.398,0,0,2.8,2.8,VB,703.219,0.97,654.759,1
1,abomination,11,1.771,0,0, , ,NN, , , , 
1,abort,5,2.373,1,2,1.95,1.9,VB,672.484,0.97,583.704,1
1,abortion,8,2.568,0,1,2.55,2.55,NN,686.455,0.97,660.692,1
1,abrasive,8,1.38,0,0,2.9,2.7,JJ,710.594,0.94,635.538,0.963
1,abreast,7,1.431,0,4,2.7,1.75,RB,846.484,0.94,711,0.923
1,abrupt,6,1.771,0,0,2.7,2.55,JJ,690.971,1,584.889,1
1,abscess,7,1.415,0,3,2.7,2.05,NN,"1,033.50",0.58,801.45,0.833
1,absence,7,2.509,0,2,2.65,2.65,NN,687,0.97,666.148,1
1,absent,6,2.121,1,1,1.95,2.7,JJ,665.324,1,607.885,1
1,ABSINTHE,8,1.462,0,0, , ,NN, , , , 
1,absolve,7,1.477,0,0,2.8,2.95,VB,730.12,0.76,653.296,1
1,absorb,6,2.009,0,0,2.55,2.5,VB,633.781,0.97,640.72,0.926
1,abstain,7,1.431,0,0,2.75,2.6,VB,729.5,0.88,717.423,0.963
1,absurdity,9,1.518,0,0,3.75,3.6,NN,860.469,0.94,704.308,0.897
1,abundance,9,1.663,0,1,3.55,3.1,NN,698.727,0.97,629.821,1
1,abundant,8,1.477,0,1,3.35,2.75,JJ,660.75,0.97,618.926,0.964
1,abuse,5,2.719,2,2,1.8,1.85,VB,608.688,0.97,581.2,1
1,abusive,7,1.924,0,0,2.8,2.7,JJ,799.242,0.97,664.037,1
1,abyss,5,1.959,0,3,2.45,1.9,NN,651.44,0.76,653.036,1
1,accelerate,10,1.819,0,0,3.25,3.75,VB,710.853,0.97,727.259,0.964
1,accelerated,11,1.699,1,0,3.35,3.65,VB,741.562,0.94,720.778,0.964
1,acceleration,12,1.653,0,0,3.2,3.65,NN,712.156,0.91,749.815,1
1,accelerator,11,1.845,0,0,3.7,4.1,NN,838.229,1,747.107,1
1,accent,6,2.794,2,0,1.85,2.2,NN,674.97,1,691.786,1
1,accept,6,3.43,1,1,2.35,2.3,VB,556.394,0.97,628.077,1
1,acceptance,10,2.209,0,0,3.8,3.6,NN,660.75,0.97,720.308,1
1,access,6,3.208,0,3,2,1.85,NN|VB,677.788,0.97,627.536,1
1,accessible,10,1.756,0,0,3.75,3.4,JJ,709.219,1,689.75,1
1,accessory,9,2.17,1,0,3.25,3.4,NN,687.364,0.97,796.185,1
1,accident,8,3.618,1,1,2.7,3.5,NN,621.781,0.97,610.481,1
1,acclaim,7,1.362,0,1,2.85,1.95,NN|VB,828.188,0.94,702.889,1
1,accommodate,11,2.041,0,0,4.1,3.45,VB,726.147,1,683.333,1
1,accommodation,13,1.69,0,0,4.05,3.4,NN,864.829,0.97,721.786,1
1,accompany,9,2.386,0,0,3.7,3.05,VB,725.844,0.91,664.964,1
1,accomplice,10,2.337,0,1,3.65,3.35,NN,784.333,0.97,737.32,0.926
1,accomplish,10,2.476,0,1,3.75,3.4,VB,773.121,0.97,616.808,1
1,accomplishment,14,1.987,0,0,4.7,4.1,NN,803.062,0.97,662.857,1
1,accord,6,1.924,0,5,2.45,1.6,NN|VB,683.71,0.97,602,1
1,accordion,9,1.833,0,0,3.6,2.95,NN,930.2,0.76,766.148,1
1,account,7,3.358,0,1,2.6,2.1,NN|VB,619.382,1,605.893,0.966
1,accountant,10,2.5,0,0,3.6,3.5,NN,817.188,0.94,677.115,1
1,accounting,10,2.364,0,2,2.7,2.05,NN|VB,632.088,1,681.731,1
1,accumulate,10,1.477,0,0,3.45,3.9,VB,734.088,1,763.786,1
1,accuracy,8,1.887,0,0,3.6,3.5,NN,615.97,1,610.077,0.963
1,accurate,8,2.603,0,0,2.75,2.75,JJ,728.242,1,669.556,1
1,accursed,8,1.532,0,0, , ,JJ, , , , 
1,accuse,6,2.464,0,4,2.25,1.7,VB,626.364,1,635.115,0.963
1,acetylene,9,1.38,0,0,4.5,3.75,NN,"1,084.00",0.52,"1,031.00",0.5
1,ache,4,2.107,3,23,1.65,1,VB|NN,631.655,0.91,663.5,1
1,achieve,7,2.574,0,0,2.65,2.3,VB,702.818,0.97,651.167,1
1,acknowledge,11,2.497,0,0,4.35,3.4,VB,771.375,0.97,645.464,1
1,acknowledgement,15,1.342,0,0,6.05,4.5,NN,735.759,0.88,729.786,1
1,acorn,5,1.58,2,1,1.8,1.85,NN,721.963,0.79,616.708,0.889
1,acoustic,8,1.699,0,0,3.1,2.7,JJ,793.438,0.97,754.296,0.964
1,acoustics,9,1.362,0,1,3.5,3.25,NN,789.033,0.91,879.833,0.96
1,acquaintance,12,2.438,0,0,5.3,3.85,NN,807.452,1,763.31,1
1,acquire,7,2.134,0,1,2.55,1.8,VB,673.939,0.94,639.444,0.964
1,acquisition,11,1.875,0,0,3.55,3,NN,785.594,0.94,789.545,0.917
1,acquit,6,1.398,0,0,2.75,1.95,VB,832.44,0.86,767.148,1
1,acquittal,9,1.58,0,0,3.85,2.7,NN,905.538,0.81,812.381,0.875
1,act,3,3.745,9,11,1.5,1,NN|VB,635.182,1,626.692,1
1,action,6,3.494,0,1,1.85,1.8,NN,564.125,1,571.5,1
1,activate,8,2.378,0,0,2.6,2.75,VB,657.353,0.97,688.25,1
1,activation,10,1.643,0,0,2.8,2.8,NN,806.543,1,650.286,1
1,active,6,2.767,0,2,2.1,2.1,JJ,632.743,1,558.292,0.96
1,activist,8,1.708,1,0,3.2,3.65,NN,697.688,1,605.586,1
1,activity,8,2.818,0,0,2.55,3,NN,714.839,1,633.077,1
1,actuality,9,1.398,0,0,2.95,4.15,NN,829,1,717.7,0.87
1,acupuncture,11,1.58,0,0,4.75,6.45,NN,853.2,0.91,812.889,0.964
1,adage,5,1.518,1,3,2,1.95,NN,769.846,0.41,712.375,0.593
1,adamant,7,1.708,0,0,2.95,2.5,JJ,823,0.66,771.84,0.926
1,adapt,5,2.13,2,2,1.95,1.9,VB,660.364,1,585.037,0.964
1,adaptation,10,1.914,0,0,3.2,3.55,NN,804.5,0.94,788.5,0.889
1,add,3,3.227,10,24,1.6,1,VB,657.545,1,579.571,1
1,addict,6,2.438,0,3,2.45,1.9,NN,600.903,0.97,667.038,0.929
1,addiction,9,2.301,0,0,2.7,2.2,NN,628.286,0.97,637.407,1
1,addictive,9,1.763,0,1, , ,JJ, , , , 
1,additional,10,2.479,0,0,3.4,2.65,JJ,678.939,0.97,569.292,1
1,adequate,8,2.124,0,0,3.15,2.9,JJ,674.688,0.97,723.423,0.929
1,adhere,6,1.477,0,0,2,2,VB,720.667,0.94,605.037,0.964
1,adhesive,8,1.681,0,0,3.2,3.15,JJ,787.212,0.97,638.192,1
1,adjacent,8,1.839,0,0,3.55,3.7,JJ,748.121,1,741.214,1
1,adjective,9,1.415,0,0,2.9,3.7,NN,671.355,0.94,726.95,0.741
1,adjoining,9,1.763,0,1,2.85,2.6,VB,809.742,0.91,732.25,1
1,adjourn,7,1.826,0,2,2.85,2.5,VB,733.667,0.94,657.077,0.929
1,adjust,6,2.459,0,0,2.45,2.35,VB,656,0.91,615.148,1
1,adjuster,8,1.322,1,1, , ,NN, , , , 
1,adjustment,10,2.201,0,0,3.4,3.55,NN,652.414,0.91,594.92,0.962
1,administer,10,1.935,0,0,3.45,3.75,VB,832.742,0.97,649.808,0.963
1,administration,14,2.589,0,0,4.3,4.9,NN,954.273,1,682.519,1
1,administrator,13,1.929,0,0,4.75,4.7,NN,883.529,1,680,0.929
1,admiral,7,2.927,0,0,2.5,2.75,NN,705.938,0.97,694.125,0.889
1,admire,6,2.859,0,0,1.85,2.2,VB,621.029,1,602.269,1
1,admirer,7,2.182,2,2,2.45,2.6,NN,891.613,0.94,688,0.963
1,admissible,10,1.58,0,0,3.55,3.25,JJ,895.966,0.88,763.036,1
1,admission,9,2.26,0,0,2.85,2.05,NN,694.706,0.97,637.037,1
1,admit,5,3.48,1,0,2,2,VB,574.647,1,583.704,1
1,admittance,10,1.544,0,0,3.75,3.15,NN,743.273,0.97,714.074,0.964
1,adobe,5,1.398,1,0,1.95,2.9,NN,770.233,0.94,667.5,0.923
1,adolescence,11,1.653,0,1,4.15,4,NN,695.062,0.97,671.654,0.963
1,adolescent,10,1.978,0,1,3.55,4.05,NN|JJ,780.129,0.97,689.148,1
1,adopt,5,2.378,2,2,1.85,1.85,VB,614.412,1,625.741,1
1,adoption,8,2.38,0,0,2.75,2.8,NN,687.848,1,634.962,1
1,adoptive,8,1.491,0,1, , ,JJ, , , , 
1,adorable,8,2.731,1,0,2.85,2.9,JJ,787.061,0.97,622.481,1
1,adoration,9,1.491,0,0,2.55,2.55,NN,801.2,0.91,748.44,0.926
1,adore,5,2.597,3,3,1.8,1.75,VB,737.545,0.97,574.929,1
1,adrenalin,9,1.462,0,0,3.9,4.1,NN,858.96,0.76,700.885,1
1,adrift,6,1.716,0,0,2.45,2.45,RB,835.321,0.82,658.654,1
1,adulterer,9,1.322,0,1,3.35,4,NN,969.72,0.76,787.792,0.96
1,adultery,8,2,0,1,2.95,3.55,NN,586.697,0.97,619.556,1
1,adulthood,9,1.58,0,0,4.35,4.75,NN,639.697,1,600.143,1
1,advance,7,2.912,0,0,2.6,2.55,NN|VB,626.656,1,587.125,1
1,advancement,11,1.806,0,0,3.75,3.5,NN,633.771,1,675.103,1
1,advantage,9,3.051,0,0,3.5,3.65,NN|VB,662.938,0.94,596.4,0.962
1,adventure,9,2.836,0,0,2.85,3.15,NN,631.226,0.94,629.75,1
1,adventurer,10,1.58,2,2, , ,NN, , , , 
1,adventurous,11,1.799,0,0,3.95,3.85,JJ,916.207,0.91,664.923,1
1,adversary,9,1.892,0,0,3.6,4.15,NN,790.032,0.97,764.478,0.821
1,adverse,7,1.568,0,2,2.3,2.4,JJ,642.941,0.97,625.036,0.966
1,adversity,9,1.74,0,0,3,3.65,NN,752.375,1,663,0.893
1,advertise,9,1.929,0,0,2.65,3.55,VB,667.424,1,640.111,1
1,advertisement,13,1.792,0,0,4.5,5.85,NN,798.939,1,686.833,0.923
1,advertising,11,2.58,0,0,3.6,3.7,NN|VB,850.212,0.97,676.185,1
1,advice,6,3.389,1,1,2.3,2.4,NN,599.588,1,547.04,1
1,advisable,9,1.613,0,0,2.85,3.1,JJ,850.2,0.88,687.667,0.964
1,advise,6,2.795,2,1,2.2,1.95,VB,726.862,0.94,612.786,1
1,advisement,10,1.602,0,0,3.75,3.5,NN,832.741,0.93,735.852,0.964
1,adviser,7,1.732,3,1,2.3,2.4,NN,666.2,0.88,547.25,1
1,advisor,7,2.354,1,1,2.45,2.4,NN,635.647,1,592.556,1
1,advisory,8,1.716,1,0,2.9,3.3,JJ,647.259,0.93,679.538,1
1,advocate,8,2.057,0,0,2.75,2.7,VB,621.812,0.97,644.148,1
1,aerial,6,2.114,1,4,1.9,1.7,JJ,828.333,0.84,663.32,0.962
1,aerodynamic,11,1.362,0,0,5,5.75,JJ,"1,020.77",0.79,902.231,0.929
1,aerospace,9,1.748,0,0,3.85,3.6,NN,883.6,0.94,732.741,1
1,aesthetic,9,1.544,0,0,2.75,2.7,JJ,898.812,0.94,852.769,0.963
1,affair,6,3.177,0,5,2.55,1.75,NN,636.606,1,580.84,1
1,affect,6,2.755,1,1,2.45,1.9,VB,663.258,0.97,694.667,1
1,affection,9,2.635,0,0,2.65,1.95,NN,695.9,0.88,591,1
1,affidavit,9,2.004,0,0,4.7,4.6,NN,925.938,0.5,866.13,0.852
1,affirmation,11,1.447,0,0,2.95,2.6,NN,759.406,0.97,700.696,0.885
1,affliction,10,1.785,0,0,2.95,2.6,NN,731.625,1,701.857,1
1,afford,6,3.356,0,4,2.5,1.7,VB,694.576,1,604.76,0.962
1,affront,7,1.491,0,0,2.8,2.6,NN|VB,756.444,0.55,772.208,0.889
1,afloat,6,1.935,0,0,2.55,1.95,RB,883.92,0.78,618.68,0.893
1,afraid,6,4.101,0,2,2.6,1.95,JJ,599.594,1,653.759,1
1,afterlife,9,1.914,0,0,3.9,4.45,NN,784.909,0.97,649.679,1
1,aftermath,9,1.732,0,0,3.65,4,NN,664.667,0.97,621.964,1
1,afternoon,9,3.669,0,0,3.75,4.35,NN,658.034,0.94,606.214,1
1,aftershave,10,1.748,0,0,4.45,4.25,NN,766.375,0.97,703.741,1
1,age,3,3.606,13,19,1.1,1.4,NN|VB,530.912,1,591.429,1
1,agency,6,2.997,0,1,2.6,2.7,NN,641.968,0.94,626.889,1
1,agenda,6,2.573,0,1,2.6,2.8,NN,739.03,0.97,602.5,1
1,aggravate,9,1.58,0,0,3.55,2.75,VB,821.08,0.86,771.929,1
1,aggression,10,2.158,0,1,3,2.4,NN,711,1,676.815,0.964
1,aggressive,10,2.608,0,2,3.3,2.55,JJ,675.206,1,617.963,1
1,aggressiveness,14,1.322,0,1,5.1,4.05,NN,812.75,1,698.346,0.963
1,aggressor,9,1.477,0,2,3.75,2.6,NN,732.839,0.94,645.704,1
1,agility,7,1.38,1,1,2.6,2.9,NN,765.038,0.79,746.2,1
1,aging,5,2.121,2,7,1.8,1.75,VB|NN,668.121,0.97,630.704,0.964
1,agitate,7,1.362,0,2,2.6,2.65,VB,746.067,0.91,696.25,0.889
1,agitation,9,1.415,0,1,2.55,2.65,NN,934.5,0.88,683.08,0.962
1,aglow,5,1.398,1,0,1.9,1.9,RB,709,0.48,691.607,0.966
1,agony,5,2.283,1,0,2,1.95,NN,657.879,0.97,633.259,1
1,agree,5,3.518,0,0,1.9,1.85,VB,589.844,0.94,612.519,1
1,agreeable,9,1.914,1,0,3.6,2.85,JJ,767.118,1,652.444,1
1,agreement,9,2.951,0,0,3.4,2.9,NN,668.3,0.91,620.462,1
1,agricultural,12,1.69,0,0,4.6,5.45,JJ,970.207,0.91,762.76,0.926
1,agriculture,11,1.756,0,0,4.2,5.15,NN,784.265,1,754.607,1
1,ahoy,4,2.279,1,1,2,1.95,NN,931.5,0.63,671.667,0.96
1,aid,3,2.851,15,26,1,1,NN|VB,580.121,0.97,564.815,1
1,aids,4,1.74,10,10,1.35,1.5,NN|VB,616.909,0.97,558.893,1
1,ailing,6,1.431,8,10,1.45,1.25,VB,725.8,0.76,663.929,1
1,ailment,7,1.431,0,0,2.45,2.05,NN,841.621,0.94,651,1
1,aim,3,2.88,11,23,1.4,1,NN|VB,646.219,0.94,595.962,1
1,airborne,8,2.334,0,0,3.35,2.7,JJ,716.719,0.94,592.269,1
1,aircraft,8,2.684,0,0,3.6,3.65,NN,647.303,1,582.25,1
1,airfield,8,2.075,0,1,3.1,3,NN,842.7,0.88,681.5,0.963
1,airliner,8,1.477,1,2,2.75,3.5,NN,686.355,0.94,670.815,1
1,airplane,8,2.747,0,0,2.7,2.75,NN,673.774,0.97,562.185,1
1,airport,7,3.288,0,0,2.7,2.65,NN,619.844,1,555.857,1
1,airspace,8,1.919,0,0,3.1,2.8,NN,684.364,0.97,654.593,1
1,airspeed,8,1.398,0,0,3.35,3.45,NN,810,0.91,704.259,0.964
1,airstrip,8,1.763,0,0,3.45,3.4,NN,954.069,0.85,729.407,1
1,airtight,8,1.763,0,0,2.95,2.85,JJ,834.333,0.91,755.556,0.964
1,airway,6,1.924,0,0,2.3,2.3,NN,640.829,1,634.607,1
1,aisle,5,2.58,1,25,1.9,1,NN,709.618,0.97,691.929,1
1,ajar,4,1.38,2,2,1.85,2.15,RB,720.103,0.88,641.269,0.963
1,alabaster,9,1.544,0,0,3.85,3.9,NN,805.952,0.62,797,0.926
1,alarm,5,3.183,0,0,1.95,2.15,NN|VB,612.176,1,590.852,1
1,albatross,9,1.613,0,0,4,4,NN,818.15,0.59,718.609,0.852
1,albino,6,1.778,0,0,2.8,3.15,NN,818.792,0.8,741.192,0.963
1,alcohol,7,2.927,0,0,3.35,3.7,NN,668.844,0.97,585.643,1
1,alcoholic,9,2.501,0,0,3.7,4.05,JJ|NN,670.121,1,647.481,1
1,alcoholism,10,1.643,0,0,4.2,5.4,NN,759.118,0.97,648.038,1
1,alert,5,3.022,1,6,1.85,1.8,JJ|NN|VB,582.75,0.97,541.269,0.963
1,alfalfa,7,1.532,0,0,3.75,3.95,NN,934.542,0.71,806.476,0.875
1,algebra,7,1.959,0,0,3.1,4.05,NN,697.387,0.94,607.143,1
1,algorithm,9,1.447,0,0,4.5,5.4,NN,932.857,0.66,818.864,0.88
1,alias,5,2.32,2,1,1.95,1.95,NN|VB|JJ,813.355,0.89,696.905,0.808
1,alibi,5,2.63,0,0,2.5,3.4,NN,731.889,0.79,710.786,1
1,alien,5,2.949,3,1,1.8,1.85,JJ|NN,565.212,1,606.208,1
1,alienate,8,1.477,0,0,2.7,2.7,VB,815.121,0.97,713,1
1,alight,6,1.342,5,11,1.7,1.5,JJ|VB,815.533,0.47,812,0.846
1,align,5,1.544,1,8,1.9,1.65,VB,673.963,0.84,636.852,1
1,alignment,9,1.833,0,1,2.75,2.65,NN,697.562,0.97,669.962,1
1,alimony,7,2.124,0,0,2.85,3.65,NN,856.516,0.89,823.2,0.962
1,alive,5,3.897,4,4,1.8,1.85,JJ,603.161,0.94,566.731,1
1,allegation,10,1.447,0,1,2.65,2.15,NN,762.107,0.85,801.889,1
1,allegiance,10,2.204,0,0,3.45,2.95,NN,789.697,0.97,858.923,0.963
1,allergic,8,2.617,0,0,3.2,3.35,JJ,643.333,0.97,714.143,1
1,allergy,7,1.94,0,0,2.7,2.7,NN,739.857,1,663.481,1
1,alleyway,8,1.613,0,0,3.45,2.65,NN,764.276,0.91,744,1
1,alliance,8,2.668,0,2,2.55,2.1,NN,700.935,0.97,644.821,1
1,alligator,9,2.253,0,0,3.55,2.9,NN,637.97,0.97,653.37,1
1,allow,5,3.355,3,6,1.5,1.65,VB|NN,591.382,1,587.407,0.964
1,allowance,9,2.425,0,1,3.2,2.65,NN,666.727,1,580.143,1
1,allure,6,1.491,0,3,2.55,1.8,NN,689.935,0.94,571.88,0.926
1,ally,4,3.222,2,12,1.5,1.6,NN|VB,737.121,0.94,622.318,0.846
1,almanac,7,1.643,0,0,3.35,3.8,NN,733.741,0.84,795.846,0.963
1,almond,6,1.756,1,2,2.4,2,NN,714.935,0.91,592.786,1
1,alone,5,4.197,4,7,1.75,1.6,RB|JJ,571.5,0.94,558.071,1
1,aloof,5,1.532,0,0,2,2,JJ,702.154,0.76,600.481,1
1,alphabet,8,2.107,0,0,3.8,3.65,NN,659.147,1,633.143,1
1,alphabetical,12,1.653,0,0,5.15,4.7,JJ,828.364,0.97,677.857,0.966
1,alter,5,2.389,6,1,1.6,1.7,VB,587.516,0.94,557.483,1
1,alteration,10,1.568,0,0,2.45,2.8,NN,757.633,0.91,740.308,0.963
1,altercation,11,1.58,1,1,3,3.5,NN,957.115,0.81,836.542,0.923
1,alternate,9,2.258,1,1,2.6,3.4,VB,744.188,0.97,744.107,1
1,altitude,8,2.299,2,1,2.6,2.9,NN,823.25,0.71,710.923,1
1,amaze,5,1.919,0,2,1.9,1.8,VB,596.324,1,612.214,1
1,amazed,6,2.418,1,0,2.25,1.95,VB,630.906,0.97,581.115,1
1,amazement,9,1.568,0,0,3.05,2.8,NN,624.219,0.97,619.857,1
1,ambassador,10,2.839,0,0,4.7,3.7,NN,790.367,0.97,698.44,0.962
1,ambience,8,1.58,1,1,2.95,2.9,NN,746.967,0.91,766.304,0.852
1,ambient,7,1.431,0,2,2.85,2.8,JJ,836,0.82,732.304,0.92
1,ambiguous,9,1.58,0,0,3.65,4.35,JJ,837.971,1,719.444,0.964
1,ambition,8,2.438,0,0,2.75,2.7,NN,698.032,0.97,705.643,1
1,ambitious,9,2.387,1,0,3.35,2.85,JJ,765.188,0.94,663.214,1
1,ambulance,9,3.058,0,1,3.2,3.15,NN,863.5,1,670.917,0.96
1,ambush,6,2.444,0,0,2.65,2.7,NN|VB,691.727,0.94,598.64,1
1,amend,5,1.591,1,5,1.9,1.7,VB,745.759,0.85,695.44,0.962
1,amendment,9,2.322,0,0,3.4,3.05,NN,805.636,0.97,859.889,0.964
1,amends,6,1.978,1,5, , ,VB|NN, , , , 
1,amiable,7,1.491,1,0,2.4,2.95,JJ,724.704,0.82,765.4,0.833
1,amino,5,1.505,1,1,1.95,2.35,NN,876,0.72,748.304,0.852
1,ammonia,7,1.887,0,0,2.95,2.85,NN,796.129,0.97,736.778,0.964
1,ammonium,8,1.431,0,0,3.75,2.95,NN,887.905,0.68,871.68,0.926
1,ammunition,10,2.479,0,0,3.5,3.45,NN,824.333,0.84,918,0.96
1,amnesty,7,1.839,0,0,2.9,2.9,NN,759.148,0.79,757.542,0.96
1,amount,6,3.101,0,1,2.15,2.25,NN|VB,644.882,1,610.296,1
1,amphibian,9,1.322,0,1,3.95,3.6,NN,833.111,0.84,803.926,1
1,amphibious,10,1.491,0,1,4.3,3.65,JJ,965.923,0.76,977.5,0.923
1,ample,5,1.973,3,2,1.8,1.8,JJ,695.281,0.97,604.393,0.966
1,amputate,8,1.653,0,0,2.85,3.3,VB,801.815,0.82,693.077,1
1,amputation,10,1.643,1,1,2.75,2.9,NN,813.741,0.87,827.071,1
1,amulet,6,2.075,0,0,2.3,2.8,NN,783.913,0.68,720.522,0.885
1,amuse,5,2.127,1,3,1.85,1.8,VB,749.364,0.97,653.333,0.96
1,amusement,9,2.283,0,0,3,3.6,NN,782.097,0.94,739,1
1,anaconda,8,1.398,0,0,3.8,4.1,NN,828.69,0.91,771.37,0.964
1,anagram,7,1.431,0,0,3.25,3.3,NN,802.345,0.85,782.286,1
1,anal,4,2.143,0,3,1.9,1.9,JJ,689.9,0.91,662.083,0.96
1,analogy,7,1.771,0,0,2.9,2.8,NN,657.606,1,727,1
1,analysis,8,2.751,2,0,2.7,3.4,NN,684.909,0.97,688.182,0.815
1,analyst,7,2.25,1,0,2.65,2.55,NN,745.5,0.94,620.4,0.962
1,analytical,10,1.491,0,0,3.6,4.45,JJ,832.938,0.97,690.04,1
1,analyze,7,2.22,1,0,2.5,2.4,VB,573.065,0.97,672.417,1
1,analyzer,8,1.431,2,2,2.75,3.35,NN,793.267,0.94,652.586,1
1,anarchist,9,1.477,1,0,3.5,3.3,NN,790.321,0.88,861.042,0.96
1,anarchy,7,2.017,0,0,2.8,2.7,NN,747.412,1,687.385,1
1,ancestor,8,1.94,0,0,2.8,2.7,NN,662.333,0.97,705.458,0.96
1,ancestral,9,1.477,0,0,3.55,3.55,JJ,816.733,0.88,852.429,1
1,ancestry,8,1.398,0,0,3.3,3.6,NN,721.188,0.97,684.667,1
1,anchor,6,2.579,0,2,2.35,1.55,NN|VB,610.515,1,627.593,1
1,Anchorage,9,1.568,0,2,3.65,3.05,NN,754.788,0.94,711.542,1
1,anecdote,8,1.748,0,0,3.55,3.65,NN,781.48,0.83,902.4,0.87
1,anemia,6,1.556,1,0,2.7,2.9,NN,834.552,0.88,804.24,1
1,anemic,6,1.518,2,1,2.5,2.65,JJ,807.143,0.85,819.4,0.952
1,anesthetic,10,1.839,0,0,3.05,3.65,NN,900.871,0.97,890.52,0.962
1,angelic,7,1.477,0,0,2.65,3.55,JJ,773.2,0.94,707.538,1
1,anger,5,2.997,4,2,1.65,1.8,NN|VB,604.242,1,603.577,0.963
1,angle,5,2.882,2,2,1.55,1.65,NN|VB,620.941,0.97,641.179,1
1,angry,5,3.478,0,0,2,2.45,JJ,559.97,0.97,624.893,1
1,angst,5,1.681,0,0,2,2,NN,689.211,0.56,644.091,0.846
1,anguish,7,2.045,0,0,2.75,2.55,NN,810.094,0.97,666.393,1
1,animated,8,1.792,2,1,2.75,2.85,JJ,717.147,1,672.185,1
1,animation,9,1.799,0,1,2.85,2.45,NN,748.176,1,691.889,1
1,animosity,9,1.505,0,0,4,4.5,NN,841.226,0.91,819.778,1
1,anklet,6,1.342,1,0,2.5,2.5,NN,677.897,0.88,672.111,1
1,annex,5,1.643,1,0,1.95,1.95,NN,694.812,0.94,626.741,0.964
1,annihilate,10,1.568,0,0,4,3.2,VB,"1,044.57",0.64,903.55,0.8
1,annihilation,12,1.623,0,0,4,3.7,NN,929.208,0.73,887.818,0.917
1,anniversary,11,2.973,0,0,4.5,5.15,NN,847.182,1,740.179,1
1,announce,8,2.698,0,1,2.5,1.95,VB|NN,643.531,0.94,687.577,0.963
1,announcement,12,2.721,0,0,4,3.25,NN,746.414,0.97,629.333,1
1,announcer,9,2.76,2,1,2.9,2.6,NN,690.433,0.94,658.038,1
1,annoy,5,2.111,0,3,1.95,1.85,VB,650.03,0.97,684.625,0.96
1,annoyance,9,1.415,0,0,3.2,2.85,NN,757.097,0.97,697.111,0.964
1,annoyed,7,2.245,0,2,2.85,1.85,VB|JJ,725.367,0.94,614.276,1
1,annul,5,1.431,1,1,2.15,1.95,VB,986.143,0.68,798.8,0.652
1,annulment,9,1.887,0,0,3.7,2.95,NN,"1,070.21",0.61,909.429,0.913
1,anointed,8,1.591,0,1, , ,VB|JJ, , , , 
1,anomaly,7,1.806,0,0,2.9,2.7,NN,863.667,0.62,832.364,0.88
1,anonymity,9,1.672,0,0,3.8,3.95,NN,"1,094.92",0.78,838.818,0.44
1,answer,6,3.954,0,2,2.6,1.75,NN|VB,572.097,1,595.192,1
1,ant,3,2.438,11,11,1.2,1.2,NN,592.871,0.94,628.696,0.958
1,antagonize,10,1.447,0,0,3.7,4.2,VB,790.667,0.94,733.76,0.962
1,antelope,8,1.708,0,0,3.25,3,NN,711.129,0.97,670.926,1
1,antenna,7,2.09,0,1,2.8,2.6,NN,726.364,0.94,731.926,1
1,anterior,8,1.69,1,1,2.55,2.7,JJ,805.792,0.73,851.667,1
1,anthem,6,1.987,2,0,2.6,2.15,NN,748.545,0.97,673.393,1
1,anthill,7,1.477,0,0,3,3.4,NN,835.957,0.74,822.462,1
1,anthrax,7,1.826,0,1,3.25,3.4,NN,725,0.9,664.852,1
1,anthropologist,14,1.732,0,0,4.9,5.25,NN,902.706,0.97,804.192,1
1,antiaircraft,12,1.415,0,0,5.85,6.35,JJ,"1,273.13",0.52,"1,039.94",0.944
1,antibiotics,11,2.274,0,0,4.55,5.95,NN,788.844,0.97,794.481,1
1,anticipate,10,2.114,0,0,3.15,3.7,VB,764.788,1,697.786,1
1,antics,6,1.708,1,0,2.45,2.3,NN,827,0.91,720.577,1
1,antidote,8,2.346,0,0,3.3,3.65,NN,758.586,0.85,705.5,0.923
1,antiques,8,2.14,0,0,2.9,2.6,NN,692.143,1,737.926,0.964
1,antiseptic,10,1.653,0,0,4.05,5.05,JJ,831.903,0.97,811.154,1
1,antisocial,10,1.623,0,0,4.55,4.85,JJ,939.862,0.88,723.88,0.962
