Occurrences,Word,Length,LgSUBTLWF,Ortho_N,Phono_N,OLD,PLD,POS,I_Mean_RT,I_Mean_Accuracy,I_NMG_Mean_RT,I_NMG_Mean_Accuracy
1,grubby,6,1.477,0,2,2.4,1.9,JJ,835.458,0.73,667.926,0.964
1,grudge,6,2.356,2,5,1.85,1.9,NN|VB,654.188,0.97,638.222,0.964
1,gruesome,8,2.021,0,0,3.45,2.7,JJ,742.394,0.94,680.889,1
1,gruff,5,1.462,1,6,2,1.8,JJ,784.053,0.58,635.808,1
1,grumpy,6,2.083,1,1,2.05,2.05,JJ,689.485,0.97,645.556,1
1,grunting,8,2.415,1,4,1.95,1.95,VB,695.76,0.76,663.179,1
1,guarantee,9,3.051,0,1,3.45,2.95,NN|VB,734.706,1,699.25,1
1,guardhouse,10,1.568,0,0,3.6,3.25,NN,786.667,0.88,721.6,0.926
1,guardian,8,2.555,0,0,3.15,2.8,NN,671.394,1,636.071,1
1,guardianship,12,1.415,0,0,5.15,4.7,NN,945.531,0.97,761.423,0.929
1,guerrilla,9,1.748,0,0,4,2.9,NN,767.148,0.79,750.435,0.885
1,guess,5,4.365,1,20,1.9,1.35,VB|NN,597.625,1,630.357,1
1,guesswork,9,1.362,0,0,3.95,2.9,NN,764.903,0.94,690,1
1,guesthouse,10,1.591,0,0,3.7,3.2,NN,799.531,0.91,710.385,1
1,guidance,8,2.576,0,0,3.1,2.7,NN,722.212,1,682.519,1
1,guidebook,9,1.556,0,0,4.45,3.55,NN,783.848,1,638.148,1
1,guiding,7,2.029,1,18,2,1.55,VB,783.259,0.87,705.074,1
1,guild,5,2.017,3,19,1.8,1.25,NN,789.556,0.79,687.36,1
1,guillotine,10,1.633,0,0,4.4,3.3,NN,"1,007.45",0.59,902.562,0.727
1,guilt,5,2.881,4,16,1.7,1.35,NN,607.853,1,659.75,1
1,Guinea,6,2.358,0,14,2.5,1.65,NN,803.655,0.91,902,0.913
1,guise,5,1.462,3,28,1.85,1,NN,665.167,0.55,686.429,0.808
1,guitar,6,2.901,0,1,2.8,2.65,NN,644.452,1,631.714,1
1,guitarist,9,1.568,0,0,3.7,3.6,NN,743,0.94,709.483,1
1,gullible,8,1.813,1,0,3.35,2.65,JJ,749.345,0.91,669.68,0.962
1,gummy,5,1.591,5,15,1.8,1.45,JJ,794.346,0.81,634.778,0.964
1,gumption,8,1.398,0,0,3,2.9,NN,843.615,0.38,814.1,0.833
1,gunboat,7,1.518,0,0,2.95,2.9,NN,787.25,0.88,673.893,1
1,gunfighter,10,1.863,0,0,3.9,3.85,NN,768.821,0.9,660.536,1
1,gunk,4,1.398,8,9,1.55,1.65,NN,796.5,0.24,653.923,0.963
1,gunnery,7,1.663,2,1,2.45,2.35,NN,875.467,0.44,753.071,1
1,gunplay,7,1.342,0,0,2.95,3.7,NN,837.633,0.91,769.808,0.929
1,gunpoint,8,1.763,0,0,3.35,3.7,NN,805.065,0.91,636.615,1
1,gunpowder,9,1.935,0,0,3.75,4.45,NN,846.469,0.94,684.704,1
1,gunshot,7,2.717,0,0,2.85,3.1,NN,629.281,1,600.481,1
1,gunslinger,10,1.342,0,0,3.85,4.45,NN,981.967,0.91,722.231,0.963
1,gush,4,1.568,10,13,1.4,1.3,VB|NN,755.5,0.82,564.148,1
1,gusher,6,1.322,4,5,1.9,1.85,NN,724.375,0.75,649.593,0.964
1,gusto,5,1.672,2,2,1.85,1.85,NN,787.263,0.58,620.692,0.963
1,gutless,7,1.732,0,1,2.15,1.95,JJ,833.815,0.82,744.962,1
1,gutsy,5,1.544,0,0,1.95,1.95,JJ,772.607,0.85,622.8,0.926
1,guzzler,7,1.857,3,3,2.3,2.5,NN,748.952,0.64,645.654,1
1,gymnasium,9,1.857,0,0,4.3,4.7,NN,838.962,0.9,734.56,1
1,gymnastics,10,1.898,0,0,3.85,4.4,NN,731.242,1,731.043,0.885
1,gynecologist,12,1.863,0,0,4.35,5.1,NN,970.8,0.81,875.833,0.96
1,habit,5,2.869,2,4,1.95,1.85,NN,636.562,0.94,619.04,0.962
1,habitual,8,1.431,0,0,3.15,4,JJ,746.5,0.97,687.778,1
1,hacienda,8,1.518,0,0,3.9,4.75,NN,888.133,0.47,857.571,0.737
1,hack,4,2.64,16,49,1.15,1,NN|VB,671.484,0.89,610.154,1
1,hag,3,1.964,23,34,1,1,NN,696.467,0.86,599.667,1
1,haggle,6,1.58,2,6,1.9,1.85,VB,680.96,0.74,614.407,1
1,hair,4,3.894,5,38,1.55,1,NN,530.848,1,553.593,1
1,hairbrush,9,1.58,0,0,3.85,3.7,NN,659.394,0.97,618.75,1
1,haircut,7,2.634,0,0,2.85,2.85,NN,647.788,1,602.393,1
1,hairdo,6,1.826,0,0,2.5,2.9,NN,853.643,0.9,742.464,1
1,hairdresser,11,2.104,0,0,4.5,4.55,NN,783.75,1,722.222,1
1,hairless,8,1.491,1,3,2.35,1.85,JJ,771.188,1,623.536,1
1,hairline,8,1.799,1,3,2.65,2.25,NN,720.656,0.94,599.963,1
1,hairstyle,9,1.556,0,0,3.85,3.65,NN,687.355,0.94,630.143,1
1,halfback,8,1.447,0,1,3.25,2.85,NN,667.938,1,621.536,1
1,halftime,8,1.839,0,0,3.5,4,NN|JJ,620.312,0.97,660.333,1
1,hall,4,3.423,19,42,1,1,NN,597.909,1,646.654,0.897
1,hallmark,8,1.819,0,0,3.5,3.6,NN|VB,664.562,1,616.889,1
1,hallway,7,2.688,1,1,2.65,2.65,NN,741.781,0.97,644.519,0.964
1,halt,4,2.76,13,14,1.4,1.3,NN|VB,601.594,0.94,576.846,1
1,halter,6,1.431,6,7,1.7,1.7,NN,698.29,0.91,603.964,1
1,ham,3,2.772,23,39,1,1,NN|VB,632.424,0.97,597.115,1
1,hamburger,9,2.6,0,0,3.75,4.7,NN,661.629,1,624.48,1
1,hammock,7,1.857,1,5,2.75,1.8,NN,699.606,0.97,630,1
1,hamster,7,2.041,0,0,2.2,2.3,NN,747.909,1,613.269,1
1,hand,4,4.154,11,17,1.35,1.1,NN|VB,598.394,1,578.192,1
1,handbag,7,2.13,1,1,2.65,2.7,NN,623.794,1,650.926,1
1,handball,8,1.462,1,1,2.75,2.6,NN,664.242,1,685.107,1
1,handbook,8,1.724,0,0,2.8,2.6,NN,614.588,1,605.593,1
1,handful,7,2.465,0,0,2.6,3.1,NN,718.281,0.94,617.074,1
1,handicap,8,2.146,0,0,3,3.45,NN,694.219,1,646.148,1
1,handiwork,9,1.591,0,0,3.8,4.2,NN,984,0.85,638.231,0.929
1,handkerchief,12,2.332,0,0,5.45,4.45,NN,818.357,0.88,773.885,0.963
1,handle,6,3.743,2,9,1.8,1.65,VB|NN,593.727,0.97,600.852,1
1,handler,7,2.149,4,3,1.75,2.55,NN,717.647,1,717.16,1
1,handmade,8,1.672,0,0,2.85,3.8,JJ,746.971,1,666.111,0.964
1,handout,7,1.643,1,0,2.75,3.05,NN,623.656,1,640.2,1
1,handshake,9,2.193,0,0,3.65,3.2,NN,673.559,1,675.148,1
1,handsome,8,3.227,0,2,2.8,2.45,JJ,633.774,0.94,607.154,1
1,handwriting,11,2.48,0,0,4.25,4.45,NN,811.909,0.97,692.769,1
1,hang,4,3.877,15,33,1.4,1,VB|NN,602.581,0.97,644.222,1
1,hangar,6,2.24,1,11,2.05,1.75,NN,703.071,0.42,670.222,0.667
1,hangout,7,1.591,1,0,2.75,2.8,NN,684.062,0.94,702.5,1
1,hangover,8,2.301,0,1,2.7,3.1,NN,616.545,0.97,626.741,1
1,haphazard,9,1.041,0,0,4.35,4.95,JJ,841.9,0.86,785.077,0.929
1,hapless,7,1.322,2,3,2.15,1.9,JJ,873.952,0.62,629.964,1
1,happiness,9,3.097,0,0,2.9,2.55,NN,620.062,1,560.962,1
1,happy,5,4.23,6,9,1.8,1.75,JJ,536.273,1,555.929,1
1,harass,6,1.839,0,2,2.45,1.9,VB,744.724,0.94,690.964,1
1,harassment,10,2.479,0,0, , ,NN, , , , 
1,harden,6,1.462,3,5,1.85,1.8,VB,719.219,0.97,591.5,1
1,hardened,8,1.771,2,6,2.35,2.25,VB|JJ,733.387,0.91,665.37,0.964
1,hardheaded,10,1.398,0,0,3.8,4.55,JJ,813.438,0.97,711.84,0.962
1,hardship,8,1.892,0,0,2.95,2.8,NN,874.706,1,614.643,1
1,hardware,8,2.543,0,0,3.45,3.6,NN,681.879,0.97,596.679,1
1,hardwood,8,1.532,0,1,3.05,3.3,NN,661.438,0.94,608.962,0.963
1,hark,4,1.94,14,18,1.3,1.2,VB|NN,750.955,0.69,572.885,1
1,harm,4,3.21,9,11,1.5,1.55,NN|VB,593.273,0.94,570.852,1
1,harmful,7,1.826,0,0,2.65,2.9,JJ,635.406,0.97,597.296,1
1,harmonica,9,1.954,1,1,3.35,3.75,NN,848.969,0.91,755,1
1,harmony,7,2.623,0,0,2.8,2.35,NN,604.875,1,663.074,1
1,harpoon,7,1.653,0,0,2.8,2.6,NN|VB,709.036,0.85,595,0.964
1,harsh,5,2.56,1,9,1.9,1.65,JJ,625.455,1,521.185,1
1,harvest,7,2.292,1,3,2.25,2.15,NN|VB,622.912,1,592.857,1
1,hassle,6,2.127,0,9,2.45,1.7,NN|VB,666.818,0.97,597,1
1,haste,5,2.029,8,21,1.5,1.2,NN,588.382,0.97,604.556,1
1,hasten,6,1.58,1,8,1.85,1.75,VB,790.966,0.88,655.368,0.704
1,hasty,5,2.255,4,2,1.75,1.85,JJ,660.935,0.97,616.308,1
1,hate,4,4.039,20,34,1,1,VB|NN,524.324,0.97,568.423,1
1,hateful,7,2.013,1,2,2.35,2.15,JJ,685.273,0.97,602,1
1,hatred,6,2.442,1,0,1.95,2.65,NN,695.531,0.97,649.64,0.926
1,haughty,7,1.342,1,9,2.6,1.7,JJ,724.13,0.7,712.857,0.778
1,haul,4,2.559,7,42,1.6,1,NN|VB,707.355,0.97,602.607,1
1,haunt,5,2.263,6,11,1.65,1.5,VB|NN,637.303,1,614.222,1
1,haven,5,4.275,3,5,1.75,1.7,NN,823.2,1,661.2,0.926
1,havoc,5,1.845,0,3,2.65,1.85,NN,793.407,0.82,687.407,0.964
1,haystack,8,1.851,0,0,3.45,3,NN,822.71,0.89,661.963,0.964
1,haywire,7,1.813,0,0,3,3.25,NN,783.935,0.91,603.333,0.96
1,hazardous,9,1.978,0,1,3.7,3.4,JJ,770.645,0.94,623.115,1
1,hazy,4,1.623,2,7,1.85,1.75,JJ,640.367,0.91,598.167,0.96
1,head,4,4.278,13,39,1.15,1,NN|VB,523.882,1,603.036,1
1,headache,8,2.857,1,0,3.45,2.9,NN,662.03,1,616.536,1
1,header,6,1.415,6,18,1.7,1.3,NN,679.719,0.97,665.321,1
1,headless,8,1.833,1,2,2.15,1.9,JJ,787.059,0.97,622.667,1
1,headlight,9,1.58,0,1,3.15,2.5,NN,663.03,0.97,670.259,1
1,headline,8,2.124,1,4,2.4,2.1,NN,649,1,614.963,1
1,headmaster,10,2.053,0,0,3.65,4.55,NN,703.091,1,625.556,1
1,headphones,10,1.909,0,0,3.6,3.6,NN,791.706,1,657.519,1
1,headquarter,11,1.398,0,0,4.4,4.45,NN,750.941,1,685.923,1
1,headset,7,1.633,0,0,2.75,2.9,NN,689.257,1,622,1
1,headstone,9,1.716,0,1,3.05,2.8,NN,731.848,0.97,565.556,1
1,headway,7,1.532,0,0,2.7,2.75,NN,742.774,0.91,671.24,1
1,heady,5,1.322,5,16,1.75,1.4,JJ,719.571,0.62,629.5,0.769
1,heal,4,2.763,17,43,1.2,1,VB,639.452,0.94,597.607,1
1,healer,6,1.929,7,16,1.7,1.7,NN,559.909,1,674,0.963
1,healing,7,2.514,9,18,1.7,1.45,NN|VB,620.839,0.94,624.269,0.929
1,health,6,3.313,2,7,1.85,1.7,NN,551.485,1,575.96,0.926
1,healthy,7,3.101,1,1,2.35,1.9,JJ,592.812,0.97,605.481,1
1,hear,4,4.452,19,43,1,1,VB|NN,581.065,0.91,572.8,1
1,hearsay,7,1.898,0,0,2.8,3,NN,789.778,0.79,709.667,0.889
1,heartache,9,1.875,0,1,3.65,2.8,NN,774.067,0.97,690,1
1,heartbeat,9,2.455,0,0,3.5,3.6,NN,653.032,1,669.893,1
1,heartbreak,10,2.053,0,0,4.15,3.5,NN,697.6,1,625.741,1
1,heartbreaking,13,1.792,0,0,4.95,4.45,JJ,839.818,1,636.893,1
1,heartburn,9,1.591,0,0,3.85,4.05,NN,709.226,1,638,1
1,heartfelt,9,1.863,0,0,3.65,4.15,JJ,814.788,1,680.679,1
1,heartless,9,2.255,0,1,2.65,2.3,JJ,658.606,1,602.481,1
1,hearty,6,2,2,8,1.85,1.75,JJ|NN,752.697,1,685.821,0.966
1,heathen,7,1.914,1,0,2.25,2.25,JJ|NN,735.296,0.79,831.769,0.963
1,heating,7,2.14,7,26,1.55,1.25,NN|VB,578.625,0.94,660.038,1
1,heaven,6,3.461,3,5,1.7,1.75,NN,613.088,1,611.308,1
1,heavenly,8,2.452,0,1,2.75,2.75,JJ,676.912,1,672.179,1
1,heavy,5,3.383,2,9,1.9,1.75,JJ|NN|RB,566.576,0.97,569.071,1
1,heavyweight,11,2.253,0,0,4.6,3.6,NN,784.968,0.97,628.615,1
1,hectic,6,1.978,1,1,2.5,2.55,JJ,832.552,0.91,652.889,1
1,hedge,5,1.903,3,16,1.75,1.65,NN|VB,677.367,0.88,626.259,1
1,heed,4,1.968,16,45,1.45,1,VB|NN,659.2,0.76,620.76,0.962
1,hefty,5,1.799,0,0,2,2.05,JJ,747.548,0.89,646.654,1
1,heifer,6,1.792,2,6,2.4,1.85,NN,837.556,0.58,778,0.615
1,height,6,2.679,1,37,1.85,1,NN,624.618,1,580.731,1
1,heightened,10,1.643,0,4,3.3,1.85,VB,762.433,0.88,687.148,1
1,heinous,7,1.919,0,2,2.75,1.95,JJ,800.87,0.68,807.278,0.75
1,heir,4,2.426,5,20,1.7,1,NN,687.207,0.85,732.696,0.821
1,heiress,7,1.771,0,5,2.5,1.8,NN,702.227,0.67,870.5,0.667
1,heirloom,8,1.643,0,0,3.7,2.45,NN,789.75,0.82,826,0.889
1,helicopter,10,2.907,0,0,4.75,5.3,NN,739.353,0.94,593.333,1
1,heliport,8,1.342,0,0,3.65,4.75,NN,964.941,0.5,789.231,0.963
1,hellfire,8,1.602,0,0,3.6,3.35,NN,743.069,0.88,660.231,1
1,hellish,7,1.602,0,1,2.75,1.95,JJ,808.464,0.9,612.556,1
1,helmsman,8,1.431,1,0,3.3,3.4,NN,"1,020.89",0.56,887.667,0.84
1,help,4,4.672,7,9,1.55,1.5,VB|NN,601.97,0.94,576.074,1
1,helper,6,2.017,1,2,1.9,1.95,NN,620.273,0.97,547.75,1
1,helpful,7,2.792,0,1,2.95,2.75,JJ,629,1,590.407,0.964
1,helpless,8,2.755,0,0,2.7,2.6,JJ,663.059,1,575.464,0.966
1,hemisphere,10,1.887,0,0,4.5,4.35,NN,694.75,1,685.815,1
1,hemlock,7,1.518,0,0,2.75,2.9,NN,724,0.73,631.577,1
1,hemoglobin,10,1.462,0,0,5.2,6.05,NN,932.5,0.88,853.962,0.963
1,hemorrhage,10,1.944,0,0,4.4,3.45,NN|VB,862.138,0.91,760.92,1
1,hepatitis,9,1.903,0,0,3.9,5.25,NN,794.5,0.88,725.958,0.923
1,herald,6,2.124,2,2,2.25,2,VB|NN,717.265,1,660.741,1
1,herbal,6,1.919,1,3,2.4,1.95,JJ,688.438,0.94,678.296,0.964
1,hereditary,10,1.785,0,0,4,4.8,JJ,771.613,0.97,747.143,0.808
1,heresy,6,1.716,1,0,2.05,2,NN,811.4,0.86,754.118,0.654
1,heretic,7,1.491,0,0,2.45,2.85,NN|JJ,886.636,0.71,782.13,0.852
1,heritage,8,2.114,0,0,2.8,2.95,NN,703.067,0.91,656.889,0.964
1,hermit,6,1.785,1,3,2.35,2.15,NN,687.967,0.91,603.04,1
1,hernia,6,1.964,0,0,2.65,2.8,NN,754.6,0.78,715.444,0.964
1,hero,4,3.405,8,8,1.55,1.6,NN,609.281,0.97,602.286,1
1,heroic,6,2.371,1,0,2,2.55,JJ,664.097,0.91,704.143,1
1,heroine,7,1.875,0,0,2.45,2.4,NN,738.125,0.94,727.296,1
1,heroism,7,1.756,0,0,2.6,3.9,NN,755.824,0.97,755.208,0.923
1,herpes,6,1.826,1,2,1.95,2.5,NN,813.333,0.94,733.593,0.964
1,hertz,5,1.518,0,12,2,1.85,NN,789.321,0.88,646.148,1
1,hesitant,8,1.342,0,1,2.75,2.75,JJ,695.618,1,679.357,1
1,hesitate,8,2.447,0,0,2.45,2.75,VB,699,0.97,594.48,0.962
1,hesitation,10,1.978,0,0,2.65,2.75,NN,681.258,0.94,696.593,1
1,heterosexual,12,1.949,0,0,5.65,7.15,JJ|NN,887.667,0.94,722.75,1
1,hex,3,1.826,16,28,1.5,1.25,NN|VB,790.875,0.71,591.222,1
1,hiatus,6,1.322,0,0,2.6,2.85,NN,813.368,0.54,817.75,0.889
1,hibernation,11,1.491,0,0,3.7,3.85,NN,797.111,0.82,772.5,1
1,hiccup,6,1.447,0,2,2.85,2.45,NN|VB,799.571,0.8,684.407,0.964
1,hick,4,2.013,14,39,1.3,1,NN,713.931,0.88,634.481,1
1,hickory,7,1.845,0,2,2.85,2.35,NN,718.75,0.97,603,1
1,hide,4,3.551,13,39,1.35,1,VB|NN,555.969,0.97,561.929,1
1,hideaway,8,1.724,0,0,3.4,3.55,NN,756.152,1,641.462,1
1,hideous,7,2.439,1,1,2.75,2.3,JJ,685.727,1,642.538,1
1,hierarchy,9,1.518,1,0,3.9,3.75,NN,753.265,1,728.64,0.962
1,hieroglyphics,13,1.362,0,0, , ,NN, , , , 
1,high,4,3.998,3,45,1.75,1,JJ|RB|NN,505.324,0.97,583.423,1
1,highball,8,1.544,0,0,3.4,2.7,NN|VB,735.971,0.97,643.214,1
1,highlight,9,1.903,0,0,3.45,2.4,VB|NN,605.281,0.97,633.962,1
1,highness,8,2.907,0,6,2.75,1.85,NN,738.387,0.97,628.692,0.929
1,hijack,6,1.903,0,0,2.8,2.85,VB|NN,712.69,0.88,630.593,1
1,hijacker,8,1.431,1,2, , ,NN, , , , 
1,hilarious,9,2.471,0,0,3.4,2.95,JJ,677.625,0.94,627.429,1
1,hillside,8,1.799,0,0,3.55,2.9,NN,754.529,0.97,636.071,1
1,hinder,6,1.58,8,8,1.6,1.5,VB,651,0.97,642.889,0.964
1,hindsight,9,1.672,0,0,3.7,3.7,NN,755.25,0.94,708.12,0.962
1,hinge,5,1.477,3,4,1.75,1.75,NN|VB,733.2,0.91,587.741,1
1,hint,4,2.672,10,11,1.55,1.55,NN|VB,562.152,0.97,594.478,1
1,hip,3,2.896,20,30,1.05,1,NN,560.788,1,543.393,1
1,hippie,6,2.146,0,9,2.7,1.6,NN,724.615,0.81,614.778,1
1,hippo,5,1.863,0,4,2.7,1.8,NN,781.818,0.97,578.607,1
1,hippopotamus,12,1.462,0,0,6.7,6.25,NN,974.688,0.97,871.346,0.963
1,hire,4,3.115,13,28,1.25,1,VB|NN,637.226,0.94,573.321,1
1,hiss,4,1.681,10,24,1.7,1,VB|NN,686.655,0.94,572.846,1
1,historian,9,1.663,0,0,2.9,3.2,NN,720.294,1,663.593,1
1,historic,8,2.269,0,1,2.75,2.7,JJ,637.188,0.97,732.5,1
1,history,7,3.631,0,1,2.75,2.6,NN,613.788,1,554.407,1
1,hit,3,4.147,19,37,1,1,VB,536.469,0.97,533.103,1
1,hitch,5,2.32,9,24,1.6,1.25,NN|VB,685.172,0.88,563.846,1
1,hitchhike,9,1.69,0,0,4.35,4.05,VB,817.853,1,738,1
1,hitchhiker,10,1.708,2,2,4.5,5.45,NN,882.233,0.94,680.182,0.957
1,hoard,5,1.38,3,29,1.7,1,NN|VB,830.76,0.76,640.63,1
1,hoarse,6,1.415,2,16,1.85,1.2,JJ,779.968,0.91,680.68,0.962
1,hoax,4,2.093,4,23,1.9,1.5,NN|VB,672.077,0.81,574.75,1
1,hobby,5,2.55,4,13,1.8,1.6,NN,574.382,0.97,549.385,1
1,hock,4,2.045,17,40,1.2,1,NN|VB,668.905,0.64,662.269,0.963
1,hogwash,7,1.491,0,0,3.2,3.7,NN,730.933,0.83,663.036,1
1,hold,4,4.348,14,35,1.3,1,VB|NN,613.176,1,558.321,1
1,holder,6,1.919,8,10,1.65,1.65,NN,583.812,0.97,620.208,1
1,holdup,6,2.124,0,0,2.7,3.15,NN,712.517,0.85,684.815,0.964
1,holiday,7,3.036,0,2,2.85,3.35,NN|VB,652.5,0.97,635.667,1
1,holiness,8,2.204,0,1,2.7,2.45,NN,807.818,0.94,673.48,0.962
1,holster,7,2.049,1,2,1.95,2.05,NN,693.933,0.86,652.083,0.96
1,homage,6,1.833,0,0,2.45,2.75,NN,785.269,0.76,821.143,0.778
1,homecoming,10,2.456,0,0,3.6,4.1,VB|NN,750.935,0.94,621.704,1
1,homeland,8,2.389,0,0,2.9,3.45,NN,652.581,0.97,634.37,1
1,homeless,8,2.736,1,1,2.6,1.95,JJ|NN,624.636,1,585.103,1
1,homely,6,1.681,2,0,1.85,1.85,JJ,657.844,0.94,630.769,1
1,homemade,8,2.167,0,0,3.3,3,JJ,692.806,0.94,641.231,0.963
1,homesick,8,2.093,0,0,3.5,3.15,JJ,685.286,1,583.444,1
1,homestead,9,1.778,0,0,3.7,3.6,NN,739.818,0.97,661.577,0.963
1,hometown,8,2.301,0,0,3.3,3.65,NN,672.667,1,605.962,1
1,homeward,8,1.602,0,0,2.75,2.7,RB,743.594,1,634.385,1
1,homework,8,3.012,0,0,2.9,3.15,NN,698,0.94,595.16,1
1,homey,5,2.236,6,11,1.7,1.6,JJ,778.885,0.79,709.115,0.963
1,homicidal,9,2.017,0,0,3.8,5,JJ,808,0.9,744.679,1
1,homicide,8,2.894,0,0,3.5,3.7,NN,740.914,1,672.04,1
1,homosexuality,13,1.699,0,0,5.3,6.5,NN,801.818,0.97,713.692,0.929
1,hone,4,1.58,18,36,1.1,1,VB,779.529,0.5,641.731,0.929
1,honesty,7,2.567,0,0,2.65,2.55,NN,596.581,0.94,632.429,1
1,honey,5,4.185,8,15,1.75,1.4,NN,631.455,1,553.857,1
1,honeycomb,9,1.322,0,0,4.3,3.7,NN,687.735,1,653.76,1
1,honeymoon,9,2.917,0,0,3.9,3.4,NN|VB,689.088,1,678.704,1
1,honky,5,1.919,5,5, , ,NN, , , , 
1,honor,5,3.691,1,7,1.9,1.65,NN|VB,595.848,1,588.185,0.964
1,honorary,8,1.892,0,0,3.05,3.45,JJ,852.192,0.76,785.042,0.96
1,hoof,4,1.949,8,19,1.55,1.45,NN,783.12,0.78,586.227,0.846
1,hookup,6,1.613,1,2,2.4,2.4,NN|VB,713.853,1,634.286,1
1,hooky,5,1.643,5,11,1.8,1.6,NN,863.75,0.73,619.261,0.958
1,hooligan,8,1.58,0,0,3.85,3.6,NN,790.043,0.68,812.385,1
1,hooter,6,1.462,7,16,1.65,1.3,NN,735.448,0.94,580.704,0.964
1,hop,3,2.99,21,26,1.15,1.15,NN|VB,607.606,0.97,561.679,1
1,hope,4,4.214,15,25,1.2,1,NN|VB,536.606,0.97,544.731,1
1,hopeless,8,2.66,1,2,2.55,1.95,JJ,635.788,1,590.615,0.963
1,horde,5,1.771,3,29,1.9,1,NN,696.083,0.77,732.63,1
1,horizontal,10,1.892,0,0,4.25,5.4,JJ|NN,703.324,1,675,1
1,hormone,7,1.845,0,0,2.75,2.5,NN,715.125,0.94,720.929,1
1,horny,5,2.632,4,5,1.75,1.65,JJ,778.719,0.94,615.125,1
1,horoscope,9,1.785,0,0,3.7,3.85,NN,725.156,1,719.889,1
1,horrendous,10,1.724,0,0,4.4,2.95,JJ,871.63,0.82,778.462,1
1,horrible,8,3.336,1,0,2.95,2.35,JJ,642.529,1,600.815,1
1,horrid,6,2.1,1,4,2.25,1.65,JJ,693.364,0.97,604.926,1
1,horrific,8,1.851,0,0,3.35,3.25,JJ,692.258,0.94,643.964,1
1,horrifying,10,1.909,0,0,3.3,3.3,JJ|VB,677.545,1,680.714,1
1,horror,6,2.671,0,16,2.35,1.65,NN,586.424,1,649.464,1
1,horseback,9,1.982,0,0,3.8,3.25,NN,752.529,1,572.556,1
1,horseman,8,1.792,3,0,2.9,2.5,NN,704.875,0.94,639.286,1
1,horsepower,10,1.799,0,0,4.35,3.75,NN,730.062,0.97,702.857,1
1,horseradish,11,1.415,0,0,5.25,4.55,NN,"1,094.64",0.83,859.375,0.923
1,horseshit,9,2.068,0,0, , ,NN, , , , 
1,horseshoe,9,1.724,0,0,3.85,3.35,NN,923.667,0.97,676.643,1
1,hospice,7,1.544,0,0,2.85,2.8,NN,834.704,0.79,667.08,0.893
1,hospitable,10,1.633,1,0,3.35,3.65,JJ,823.312,0.91,696.346,0.963
1,hostage,7,2.872,1,0,2.1,2.8,NN,790.667,0.97,582.25,1
1,hostel,6,1.477,1,0,1.95,2.4,NN,803.818,0.65,664.6,0.926
1,hostess,7,2.279,1,1,2.55,1.95,NN,676.548,0.97,665.75,1
1,hostile,7,2.66,0,0,2.65,2.4,JJ|NN,749.062,0.94,615.815,0.964
1,hostility,9,2.146,0,0,3.1,3.4,NN,683.088,1,655.083,0.96
1,hothead,7,1.591,1,2,2.65,2.65,NN,747.871,0.94,671.615,0.963
1,hour,4,3.918,10,15,1.55,1,NN,615.697,1,574.556,1
1,hourglass,9,1.699,0,0,3.9,3.8,NN,738.091,0.97,658.429,1
1,hourly,6,1.58,2,1, , ,JJ, , , , 
1,house,5,4.418,7,20,1.6,1.65,NN,494,1,572.964,1
1,houseboat,9,1.613,1,1,3.25,3.2,NN,652.706,1,658.964,1
1,houseboy,8,1.568,0,0,3.15,3.25,NN,720.656,0.97,672.536,0.966
1,housebroken,11,1.477,0,0,4.6,4.55,JJ,762.576,0.97,663.192,1
1,housekeeper,11,2.476,0,0,4.25,3.75,NN,627.594,0.97,622,1
1,housekeeping,12,2.188,0,0,5.1,4.35,NN|VB,677.613,0.94,620.654,1
1,housewarming,12,1.568,0,0,4.8,4.85,NN|VB|JJ,987,0.97,730.296,0.964
1,housewife,9,2.258,0,0,3.75,3.7,NN,613.059,1,621.963,1
1,housework,9,1.813,0,0,3.4,3,NN,659.559,1,617.75,0.96
1,housing,7,2.318,4,5,1.95,1.9,NN|VB,620.667,0.97,637.556,1
1,hover,5,1.778,8,5,1.55,1.75,VB,684.889,0.82,738.148,0.964
1,hovercraft,10,1.431,0,0,3.9,4.8,NN,939.84,0.76,762.444,1
1,huckleberry,11,1.653,0,0,5.55,4.65,NN,861.258,0.94,679.407,1
1,huddle,6,2.049,6,12,1.75,1.65,NN|VB,646.688,1,609.893,1
1,huff,4,1.833,8,21,1.75,1.1,NN|VB,868.4,0.76,569.25,1
1,huffy,5,1.322,3,8,1.95,1.7,JJ,778.591,0.67,550.143,1
1,huge,4,3.392,5,8,1.8,2.35,JJ|NN,618.265,1,608.385,0.929
1,hulk,4,2.32,7,6,1.65,1.7,NN|VB,718.548,0.94,591,1
1,humane,6,1.973,1,1,2.35,2.6,JJ,649,0.97,670.409,0.917
1,humanitarian,12,1.982,0,0,4.5,5.9,JJ|NN,974.069,0.97,874.52,0.962
1,humanity,8,2.696,0,0,2.55,3.45,NN,657.941,1,706.63,1
1,humankind,9,1.556,0,0,3.55,5.7,NN,731.485,1,769.083,1
1,humble,6,2.7,7,6,1.6,1.65,JJ,709.848,1,583.259,0.964
1,humid,5,1.663,1,1,2.2,2.65,JJ,626.5,0.97,655.52,1
1,humidity,8,1.839,3,1,2.55,3.35,NN,760.806,0.94,752.179,1
1,humiliate,9,2.33,0,0,3.3,4.25,VB,667.152,0.97,742.24,0.962
